Frame No.,UTC Timestamp,Lat,Long,estimated_time,time,gps_lat,gps_lon,gps_lat_rel,gps_lon_rel,x,y,width,height,x_cent,y_cent,lat_int,lon_int
0,20:05:07,32.70297,-117.234631,20:05:11.0,0.0,,,,,558.0,544.0,270.0,126.0,693.0,670.0,6.559999999922184e-05,0.00017266699998685908
1,20:05:07,32.70297,-117.234631,20:05:11.01,0.012987012987012988,,,,,556.52,543.57,268.37,125.48,691.0,669.0,6.559999999922184e-05,0.00017266699998685908
2,20:05:07,32.70297,-117.234631,20:05:11.03,0.025974025974025976,,,,,555.03,543.13,266.73,124.97,688.0,668.0,6.559999999922184e-05,0.00017266699998685908
3,20:05:07,32.70297,-117.234631,20:05:11.04,0.03896103896103896,,,,,553.55,542.7,265.1,124.45,686.0,667.0,6.559999999922184e-05,0.00017266699998685908
4,20:05:07,32.70297,-117.234631,20:05:11.05,0.05194805194805195,,,,,552.07,542.27,263.47,123.93,684.0,666.0,6.559999999922184e-05,0.00017266699998685908
5,20:05:07,32.70297,-117.234631,20:05:11.06,0.06493506493506494,,,,,550.58,541.83,261.83,123.42,681.0,665.0,6.559999999922184e-05,0.00017266699998685908
6,20:05:07,32.70297,-117.234631,20:05:11.08,0.07792207792207793,,,,,549.1,541.4,260.2,122.9,679.0,664.0,6.559999999922184e-05,0.00017266699998685908
7,20:05:07,32.70297,-117.234631,20:05:11.09,0.09090909090909093,,,,,547.62,540.97,258.57,122.38,677.0,663.0,6.559999999922184e-05,0.00017266699998685908
8,20:05:07,32.70297,-117.234631,20:05:11.1,0.10389610389610392,,,,,546.13,540.53,256.93,121.87,675.0,662.0,6.559999999922184e-05,0.00017266699998685908
9,20:05:07,32.70297,-117.234631,20:05:11.12,0.11688311688311691,,,,,544.65,540.1,255.3,121.35,672.0,661.0,6.559999999922184e-05,0.00017266699998685908
10,20:05:07,32.70297,-117.234631,20:05:11.13,0.12987012987012989,,,,,543.17,539.67,253.67,120.83,670.0,660.0,6.559999999922184e-05,0.00017266699998685908
11,20:05:07,32.70297,-117.234631,20:05:11.14,0.14285714285714288,,,,,541.68,539.23,252.03,120.32,668.0,660.0,6.559999999922184e-05,0.00017266699998685908
12,20:05:07,32.70297,-117.234631,20:05:11.16,0.15584415584415587,,,,,540.2,538.8,250.4,119.8,665.0,659.0,6.559999999922184e-05,0.00017266699998685908
13,20:05:07,32.70297,-117.234631,20:05:11.17,0.16883116883116886,,,,,538.72,538.37,248.77,119.28,663.0,658.0,6.559999999922184e-05,0.00017266699998685908
14,20:05:07,32.70297,-117.234631,20:05:11.18,0.18181818181818185,,,,,537.23,537.93,247.13,118.77,661.0,657.0,6.559999999922184e-05,0.00017266699998685908
15,20:05:07,32.70297,-117.234631,20:05:11.19,0.19480519480519484,32.7030425,-117.234458333,6.559999999922184e-05,0.00017266699998685908,535.75,537.5,245.5,118.25,658.0,656.0,6.559999999922184e-05,0.00017266699998685908
16,20:05:07,32.70297,-117.234631,20:05:11.21,0.20779220779220783,,,,,534.27,537.07,243.87,117.73,656.0,655.0,6.575624999927143e-05,0.00017285449998727387
17,20:05:07,32.70297,-117.234631,20:05:11.22,0.22077922077922082,,,,,532.78,536.63,242.23,117.22,654.0,654.0,6.591249999932103e-05,0.00017304199998768865
18,20:05:07,32.70297,-117.234631,20:05:11.23,0.23376623376623382,,,,,531.3,536.2,240.6,116.7,652.0,653.0,6.606874999937062e-05,0.00017322949998810344
19,20:05:07,32.70297,-117.234631,20:05:11.25,0.2467532467532468,,,,,529.82,535.77,238.97,116.18,649.0,652.0,6.622499999942022e-05,0.00017341699998851823
20,20:05:07,32.70297,-117.234631,20:05:11.26,0.25974025974025977,,,,,528.33,535.33,237.33,115.67,647.0,651.0,6.638124999946982e-05,0.00017360449998893301
21,20:05:07,32.70297,-117.234631,20:05:11.27,0.27272727272727276,,,,,526.85,534.9,235.7,115.15,645.0,650.0,6.653749999951941e-05,0.0001737919999893478
22,20:05:07,32.70297,-117.234631,20:05:11.29,0.28571428571428575,,,,,525.37,534.47,234.07,114.63,642.0,649.0,6.669374999956901e-05,0.0001739794999897626
23,20:05:07,32.70297,-117.234631,20:05:11.3,0.29870129870129875,,,,,523.88,534.03,232.43,114.12,640.0,648.0,6.68499999996186e-05,0.00017416699999017737
24,20:05:07,32.70297,-117.234631,20:05:11.31,0.31168831168831174,,,,,522.4,533.6,230.8,113.6,638.0,647.0,6.70062499996682e-05,0.00017435449999059216
25,20:05:07,32.70297,-117.234631,20:05:11.32,0.32467532467532473,,,,,520.92,533.17,229.17,113.08,636.0,646.0,6.71624999997178e-05,0.00017454199999100695
26,20:05:07,32.70297,-117.234631,20:05:11.34,0.3376623376623377,,,,,519.43,532.73,227.53,112.57,633.0,645.0,6.731874999976739e-05,0.00017472949999142173
27,20:05:07,32.70297,-117.234631,20:05:11.35,0.3506493506493507,,,,,517.95,532.3,225.9,112.05,631.0,644.0,6.747499999981699e-05,0.00017491699999183652
28,20:05:07,32.70297,-117.234631,20:05:11.36,0.3636363636363637,,,,,516.47,531.87,224.27,111.53,629.0,643.0,6.763124999986658e-05,0.0001751044999922513
29,20:05:07,32.70297,-117.234631,20:05:11.38,0.3766233766233767,,,,,514.98,531.43,222.63,111.02,626.0,642.0,6.778749999991618e-05,0.0001752919999926661
30,20:05:07,32.70297,-117.234631,20:05:11.39,0.3896103896103897,,,,,513.5,531.0,221.0,110.5,624.0,642.0,6.794374999996577e-05,0.00017547949999308088
31,20:05:07,32.70297,-117.234631,20:05:11.4,0.4025974025974027,32.703045,-117.234455333,6.810000000001537e-05,0.00017566699999349566,512.02,530.57,219.37,109.98,622.0,641.0,6.810000000001537e-05,0.00017566699999349566
32,20:05:07,32.70297,-117.234631,20:05:11.42,0.41558441558441567,,,,,510.53,530.13,217.73,109.47,619.0,640.0,6.836666666648246e-05,0.00017596699999368562
33,20:05:07,32.70297,-117.234631,20:05:11.43,0.42857142857142866,,,,,509.05,529.7,216.1,108.95,617.0,639.0,6.863333333294956e-05,0.00017626699999387558
34,20:05:07,32.70297,-117.234631,20:05:11.44,0.44155844155844165,,,,,507.57,529.27,214.47,108.43,615.0,638.0,6.889999999941665e-05,0.00017656699999406554
35,20:05:07,32.70297,-117.234631,20:05:11.45,0.45454545454545464,,,,,506.08,528.83,212.83,107.92,612.0,637.0,6.916666666588375e-05,0.00017686699999425553
36,20:05:07,32.70297,-117.234631,20:05:11.47,0.46753246753246763,,,,,504.6,528.4,211.2,107.4,610.0,636.0,6.943333333235084e-05,0.0001771669999944455
37,20:05:07,32.70297,-117.234631,20:05:11.48,0.4805194805194806,,,,,503.12,527.97,209.57,106.88,608.0,635.0,6.969999999881794e-05,0.00017746699999463545
38,20:05:07,32.70297,-117.234631,20:05:11.49,0.4935064935064936,,,,,501.63,527.53,207.93,106.37,606.0,634.0,6.996666666528503e-05,0.0001777669999948254
39,20:05:07,32.70297,-117.234631,20:05:11.51,0.5064935064935066,,,,,500.15,527.1,206.3,105.85,603.0,633.0,7.023333333175211e-05,0.00017806699999501537
40,20:05:07,32.70297,-117.234631,20:05:11.52,0.5194805194805195,,,,,498.67,526.67,204.67,105.33,601.0,632.0,7.04999999982192e-05,0.00017836699999520533
41,20:05:07,32.70297,-117.234631,20:05:11.53,0.5324675324675325,,,,,497.18,526.23,203.03,104.82,599.0,631.0,7.07666666646863e-05,0.0001786669999953953
42,20:05:07,32.70297,-117.234631,20:05:11.55,0.5454545454545455,,,,,495.7,525.8,201.4,104.3,596.0,630.0,7.103333333115339e-05,0.00017896699999558525
43,20:05:07,32.70297,-117.234631,20:05:11.56,0.5584415584415585,,,,,494.22,525.37,199.77,103.78,594.0,629.0,7.129999999762049e-05,0.00017926699999577523
44,20:05:07,32.70297,-117.234631,20:05:11.57,0.5714285714285715,,,,,492.73,524.93,198.13,103.27,592.0,628.0,7.156666666408758e-05,0.0001795669999959652
45,20:05:07,32.70297,-117.234631,20:05:11.58,0.5844155844155845,,,,,491.25,524.5,196.5,102.75,590.0,627.0,7.183333333055467e-05,0.00017986699999615515
46,20:05:07,32.70297,-117.234631,20:05:11.6,0.5974025974025975,32.703049,-117.234450833,7.209999999702177e-05,0.0001801669999963451,489.77,524.07,194.87,102.23,587.0,626.0,7.209999999702177e-05,0.0001801669999963451
47,20:05:07,32.70297,-117.234631,20:05:11.61,0.6103896103896105,,,,,488.28,523.63,193.23,101.72,585.0,625.0,7.22458124968739e-05,0.00018037531249603944
48,20:05:07,32.70297,-117.234631,20:05:11.62,0.6233766233766235,,,,,486.8,523.2,191.6,101.2,583.0,624.0,7.239162499672602e-05,0.00018058362499573377
49,20:05:07,32.70297,-117.234631,20:05:11.64,0.6363636363636365,,,,,485.32,522.77,189.97,100.68,580.0,623.0,7.253743749657815e-05,0.0001807919374954281
50,20:05:07,32.70297,-117.234631,20:05:11.65,0.6493506493506495,,,,,483.83,522.33,188.33,100.17,578.0,622.0,7.268324999643028e-05,0.00018100024999512243
51,20:05:07,32.70297,-117.234631,20:05:11.66,0.6623376623376624,,,,,482.35,521.9,186.7,99.65,576.0,622.0,7.28290624962824e-05,0.00018120856249481676
52,20:05:07,32.70297,-117.234631,20:05:11.68,0.6753246753246754,,,,,480.87,521.47,185.07,99.133,573.0,621.0,7.297487499613453e-05,0.0001814168749945111
53,20:05:07,32.70297,-117.234631,20:05:11.69,0.6883116883116884,,,,,479.38,521.03,183.43,98.617,571.0,620.0,7.312068749598666e-05,0.00018162518749420542
54,20:05:07,32.70297,-117.234631,20:05:11.7,0.7012987012987014,,,,,477.9,520.6,181.8,98.1,569.0,619.0,7.326649999583879e-05,0.00018183349999389975
55,20:05:07,32.70297,-117.234631,20:05:11.71,0.7142857142857144,,,,,476.42,520.17,180.17,97.583,567.0,618.0,7.341231249569091e-05,0.00018204181249359408
56,20:05:07,32.70297,-117.234631,20:05:11.73,0.7272727272727274,,,,,474.93,519.73,178.53,97.067,564.0,617.0,7.355812499554304e-05,0.0001822501249932884
57,20:05:07,32.70297,-117.234631,20:05:11.74,0.7402597402597404,,,,,473.45,519.3,176.9,96.55,562.0,616.0,7.370393749539517e-05,0.00018245843749298274
58,20:05:07,32.70297,-117.234631,20:05:11.75,0.7532467532467534,,,,,471.97,518.87,175.27,96.033,560.0,615.0,7.38497499952473e-05,0.00018266674999267707
59,20:05:07,32.70297,-117.234631,20:05:11.77,0.7662337662337664,,,,,470.48,518.43,173.63,95.517,557.0,614.0,7.399556249509942e-05,0.0001828750624923714
60,20:05:07,32.70297,-117.234631,20:05:11.78,0.7792207792207794,,,,,469.0,518.0,172.0,95.0,555.0,613.0,7.414137499495155e-05,0.00018308337499206573
61,20:05:07,32.70297,-117.234631,20:05:11.79,0.7922077922077924,,,,,468.42,517.43,170.94,94.642,554.0,612.0,7.428718749480367e-05,0.00018329168749176006
62,20:05:07,32.70297,-117.234631,20:05:11.81,0.8051948051948054,32.703051333,-117.2344475,7.44329999946558e-05,0.0001834999999914544,467.84,516.86,169.88,94.284,553.0,611.0,7.44329999946558e-05,0.0001834999999914544
63,20:05:07,32.70297,-117.234631,20:05:11.82,0.8181818181818183,,,,,467.26,516.3,168.81,93.926,552.0,610.0,7.455046666136479e-05,0.00018362699046779848
64,20:05:07,32.70297,-117.234631,20:05:11.83,0.8311688311688313,,,,,466.68,515.73,167.75,93.568,551.0,609.0,7.466793332807377e-05,0.00018375398094414258
65,20:05:07,32.70297,-117.234631,20:05:11.84,0.8441558441558443,,,,,466.1,515.16,166.69,93.21,549.0,608.0,7.478539999478276e-05,0.00018388097142048667
66,20:05:07,32.70297,-117.234631,20:05:11.86,0.8571428571428573,,,,,465.52,514.59,165.63,92.852,548.0,607.0,7.490286666149175e-05,0.00018400796189683077
67,20:05:07,32.70297,-117.234631,20:05:11.87,0.8701298701298703,,,,,464.94,514.02,164.57,92.494,547.0,607.0,7.502033332820073e-05,0.00018413495237317484
68,20:05:07,32.70297,-117.234631,20:05:11.88,0.8831168831168833,,,,,464.36,513.46,163.51,92.136,546.0,606.0,7.513779999490972e-05,0.00018426194284951893
69,20:05:07,32.70297,-117.234631,20:05:11.9,0.8961038961038963,,,,,463.78,512.89,162.44,91.778,545.0,605.0,7.525526666161871e-05,0.00018438893332586303
70,20:05:07,32.70297,-117.234631,20:05:11.91,0.9090909090909093,,,,,463.2,512.32,161.38,91.42,544.0,604.0,7.537273332832769e-05,0.00018451592380220713
71,20:05:07,32.70297,-117.234631,20:05:11.92,0.9220779220779223,,,,,462.62,511.75,160.32,91.062,543.0,603.0,7.549019999503668e-05,0.00018464291427855122
72,20:05:07,32.70297,-117.234631,20:05:11.94,0.9350649350649353,,,,,462.04,511.19,159.26,90.704,542.0,602.0,7.560766666174567e-05,0.00018476990475489532
73,20:05:07,32.70297,-117.234631,20:05:11.95,0.9480519480519483,,,,,461.46,510.62,158.2,90.346,541.0,601.0,7.572513332845465e-05,0.0001848968952312394
74,20:05:07,32.70297,-117.234631,20:05:11.96,0.9610389610389612,,,,,460.88,510.05,157.14,89.988,539.0,600.0,7.584259999516364e-05,0.0001850238857075835
75,20:05:07,32.70297,-117.234631,20:05:11.97,0.9740259740259742,,,,,460.3,509.48,156.07,89.63,538.0,599.0,7.596006666187263e-05,0.00018515087618392758
76,20:05:07,32.70297,-117.234631,20:05:11.99,0.9870129870129872,,,,,459.72,508.91,155.01,89.272,537.0,598.0,7.607753332858161e-05,0.00018527786666027167
77,20:05:12,32.70297,-117.234631,20:05:12.0,1.0254745254745257,,,,,459.14,508.35,153.95,88.914,536.0,597.0,7.6425415379989e-05,0.0001856539538402138
78,20:05:12,32.70297,-117.234631,20:05:12.04,1.0639360639360642,,,,,458.56,507.78,152.89,88.556,535.0,596.0,7.677329743139638e-05,0.00018603004102015592
79,20:05:12,32.70297,-117.234631,20:05:12.08,1.1023976023976028,,,,,457.98,507.21,151.83,88.198,534.0,595.0,7.712117948280376e-05,0.00018640612820009804
80,20:05:12,32.70297,-117.234631,20:05:12.12,1.1408591408591413,,,,,457.4,506.64,150.77,87.84,533.0,594.0,7.746906153421116e-05,0.00018678221538004017
81,20:05:12,32.70297,-117.234631,20:05:12.15,1.1793206793206799,,,,,456.81,506.07,149.7,87.481,532.0,594.0,7.781694358561854e-05,0.0001871583025599823
82,20:05:12,32.70297,-117.234631,20:05:12.19,1.2177822177822184,,,,,456.23,505.51,148.64,87.123,531.0,593.0,7.816482563702592e-05,0.0001875343897399244
83,20:05:12,32.70297,-117.234631,20:05:12.23,1.256243756243757,,,,,455.65,504.94,147.58,86.765,529.0,592.0,7.851270768843331e-05,0.00018791047691986654
