Frame No.,UTC Timestamp,Lat,Long,estimated_time,time,gps_lat,gps_lon,gps_lat_rel,gps_lon_rel,x,y,width,height,x_cent,y_cent,lat_int,lon_int
0,19:51:12,32.70297,-117.234631,19:51:16.0,0.0,,,,,1027.0,423.0,11.0,6.0,1032.0,429.0,-0.00040006700000105866,0.0026951669999988326
1,19:51:12,32.70297,-117.234631,19:51:16.02,0.022727272727272728,,,,,1027.1,423.0,10.99,6.0051,1033.0,429.0,-0.00040006700000105866,0.0026951669999988326
2,19:51:12,32.70297,-117.234631,19:51:16.05,0.045454545454545456,,,,,1027.2,423.0,10.979,6.0103,1033.0,429.0,-0.00040006700000105866,0.0026951669999988326
3,19:51:12,32.70297,-117.234631,19:51:16.07,0.06818181818181818,,,,,1027.3,423.0,10.969,6.0154,1033.0,429.0,-0.00040006700000105866,0.0026951669999988326
4,19:51:12,32.70297,-117.234631,19:51:16.09,0.09090909090909091,,,,,1027.4,423.0,10.959,6.0205,1033.0,429.0,-0.00040006700000105866,0.0026951669999988326
5,19:51:12,32.70297,-117.234631,19:51:16.11,0.11363636363636365,,,,,1027.5,423.0,10.949,6.0256,1033.0,429.0,-0.00040006700000105866,0.0026951669999988326
6,19:51:12,32.70297,-117.234631,19:51:16.14,0.13636363636363638,,,,,1027.6,423.0,10.938,6.0308,1033.0,429.0,-0.00040006700000105866,0.0026951669999988326
7,19:51:12,32.70297,-117.234631,19:51:16.16,0.15909090909090912,,,,,1027.8,423.0,10.928,6.0359,1033.0,429.0,-0.00040006700000105866,0.0026951669999988326
8,19:51:12,32.70297,-117.234631,19:51:16.18,0.18181818181818185,,,,,1027.9,423.0,10.918,6.041,1033.0,429.0,-0.00040006700000105866,0.0026951669999988326
9,19:51:12,32.70297,-117.234631,19:51:16.2,0.20454545454545459,,,,,1028.0,423.0,10.908,6.0462,1033.0,429.0,-0.00040006700000105866,0.0026951669999988326
10,19:51:12,32.70297,-117.234631,19:51:16.23,0.22727272727272732,,,,,1028.1,423.0,10.897,6.0513,1034.0,429.0,-0.00040006700000105866,0.0026951669999988326
11,19:51:12,32.70297,-117.234631,19:51:16.25,0.25000000000000006,,,,,1028.2,423.0,10.887,6.0564,1034.0,429.0,-0.00040006700000105866,0.0026951669999988326
12,19:51:12,32.70297,-117.234631,19:51:16.27,0.27272727272727276,,,,,1028.3,423.0,10.877,6.0615,1034.0,429.0,-0.00040006700000105866,0.0026951669999988326
13,19:51:12,32.70297,-117.234631,19:51:16.3,0.29545454545454547,,,,,1028.4,423.0,10.867,6.0667,1034.0,429.0,-0.00040006700000105866,0.0026951669999988326
14,19:51:12,32.70297,-117.234631,19:51:16.32,0.3181818181818182,,,,,1028.5,423.0,10.856,6.0718,1034.0,429.0,-0.00040006700000105866,0.0026951669999988326
15,19:51:12,32.70297,-117.234631,19:51:16.34,0.3409090909090909,,,,,1028.6,423.0,10.846,6.0769,1034.0,429.0,-0.00040006700000105866,0.0026951669999988326
16,19:51:12,32.70297,-117.234631,19:51:16.36,0.3636363636363636,,,,,1028.7,423.0,10.836,6.0821,1034.0,429.0,-0.00040006700000105866,0.0026951669999988326
17,19:51:12,32.70297,-117.234631,19:51:16.39,0.3863636363636363,,,,,1028.8,423.0,10.826,6.0872,1034.0,429.0,-0.00040006700000105866,0.0026951669999988326
