Frame No.,UTC Timestamp,Lat,Long,estimated_time,time,gps_lat,gps_lon,gps_lat_rel,gps_lon_rel,x,y,width,height,x_cent,y_cent,lat_int,lon_int
0,19:55:52,32.70297,-117.234631,19:55:56.0,0.0,,,,,818.0,433.0,29.0,11.0,832.0,444.0,3.326699999917082e-05,0.0014756669999940186
1,19:55:52,32.70297,-117.234631,19:55:56.01,0.008333333333333333,,,,,818.37,432.99,28.989,10.989,833.0,444.0,3.326699999917082e-05,0.0014756669999940186
2,19:55:52,32.70297,-117.234631,19:55:56.02,0.016666666666666666,,,,,818.74,432.98,28.977,10.977,833.0,444.0,3.326699999917082e-05,0.0014756669999940186
3,19:55:52,32.70297,-117.234631,19:55:56.02,0.025,,,,,819.1,432.97,28.966,10.966,834.0,444.0,3.326699999917082e-05,0.0014756669999940186
4,19:55:52,32.70297,-117.234631,19:55:56.03,0.03333333333333333,,,,,819.47,432.95,28.954,10.954,834.0,444.0,3.326699999917082e-05,0.0014756669999940186
5,19:55:52,32.70297,-117.234631,19:55:56.04,0.041666666666666664,,,,,819.84,432.94,28.943,10.943,834.0,444.0,3.326699999917082e-05,0.0014756669999940186
6,19:55:52,32.70297,-117.234631,19:55:56.05,0.049999999999999996,,,,,820.21,432.93,28.931,10.931,835.0,444.0,3.326699999917082e-05,0.0014756669999940186
7,19:55:52,32.70297,-117.234631,19:55:56.06,0.05833333333333333,,,,,820.57,432.92,28.92,10.92,835.0,444.0,3.326699999917082e-05,0.0014756669999940186
8,19:55:52,32.70297,-117.234631,19:55:56.07,0.06666666666666667,,,,,820.94,432.91,28.908,10.908,835.0,444.0,3.326699999917082e-05,0.0014756669999940186
9,19:55:52,32.70297,-117.234631,19:55:56.08,0.075,,,,,821.31,432.9,28.897,10.897,836.0,444.0,3.326699999917082e-05,0.0014756669999940186
10,19:55:52,32.70297,-117.234631,19:55:56.08,0.08333333333333333,,,,,821.68,432.89,28.885,10.885,836.0,444.0,3.326699999917082e-05,0.0014756669999940186
11,19:55:52,32.70297,-117.234631,19:55:56.09,0.09166666666666666,,,,,822.05,432.87,28.874,10.874,836.0,444.0,3.326699999917082e-05,0.0014756669999940186
12,19:55:52,32.70297,-117.234631,19:55:56.1,0.09999999999999999,,,,,822.41,432.86,28.862,10.862,837.0,444.0,3.326699999917082e-05,0.0014756669999940186
13,19:55:52,32.70297,-117.234631,19:55:56.11,0.10833333333333332,,,,,822.78,432.85,28.851,10.851,837.0,444.0,3.326699999917082e-05,0.0014756669999940186
14,19:55:52,32.70297,-117.234631,19:55:56.12,0.11666666666666665,,,,,823.15,432.84,28.839,10.839,838.0,444.0,3.326699999917082e-05,0.0014756669999940186
