Frame No.,UTC Timestamp,Lat,Long,estimated_time,time,gps_lat,gps_lon,gps_lat_rel,gps_lon_rel,x,y,width,height,x_cent,y_cent,lat_int,lon_int
0,19:44:10,32.70297,-117.234631,19:44:14.0,0.0,,,,,630.0,419.0,3.0,2.0,632.0,421.0,0.0016610999999997489,0.007743332999993413
1,19:44:10,32.70297,-117.234631,19:44:14.01,0.011904761904761904,,,,,630.13,419.02,3.0,1.9833,632.0,421.0,0.0016610999999997489,0.007743332999993413
2,19:44:10,32.70297,-117.234631,19:44:14.02,0.023809523809523808,,,,,630.27,419.03,3.0,1.9667,632.0,421.0,0.0016610999999997489,0.007743332999993413
3,19:44:10,32.70297,-117.234631,19:44:14.04,0.03571428571428571,,,,,630.4,419.05,3.0,1.95,632.0,421.0,0.0016610999999997489,0.007743332999993413
4,19:44:10,32.70297,-117.234631,19:44:14.05,0.047619047619047616,,,,,630.53,419.07,3.0,1.9333,632.0,421.0,0.0016610999999997489,0.007743332999993413
5,19:44:10,32.70297,-117.234631,19:44:14.06,0.05952380952380952,,,,,630.67,419.08,3.0,1.9167,632.0,421.0,0.0016610999999997489,0.007743332999993413
6,19:44:10,32.70297,-117.234631,19:44:14.07,0.07142857142857142,,,,,630.8,419.1,3.0,1.9,632.0,421.0,0.0016610999999997489,0.007743332999993413
7,19:44:10,32.70297,-117.234631,19:44:14.08,0.08333333333333333,,,,,630.93,419.12,3.0,1.8833,632.0,421.0,0.0016610999999997489,0.007743332999993413
8,19:44:10,32.70297,-117.234631,19:44:14.1,0.09523809523809523,,,,,631.07,419.13,3.0,1.8667,633.0,421.0,0.0016610999999997489,0.007743332999993413
9,19:44:10,32.70297,-117.234631,19:44:14.11,0.10714285714285714,,,,,631.2,419.15,3.0,1.85,633.0,421.0,0.0016610999999997489,0.007743332999993413
10,19:44:10,32.70297,-117.234631,19:44:14.12,0.11904761904761904,,,,,631.33,419.17,3.0,1.8333,633.0,421.0,0.0016610999999997489,0.007743332999993413
11,19:44:10,32.70297,-117.234631,19:44:14.13,0.13095238095238093,,,,,631.47,419.18,3.0,1.8167,633.0,421.0,0.0016610999999997489,0.007743332999993413
12,19:44:10,32.70297,-117.234631,19:44:14.14,0.14285714285714285,,,,,631.6,419.2,3.0,1.8,633.0,421.0,0.0016610999999997489,0.007743332999993413
13,19:44:10,32.70297,-117.234631,19:44:14.15,0.15476190476190477,,,,,631.73,419.22,3.0,1.7833,633.0,421.0,0.0016610999999997489,0.007743332999993413
14,19:44:10,32.70297,-117.234631,19:44:14.17,0.16666666666666669,,,,,631.87,419.23,3.0,1.7667,633.0,421.0,0.0016610999999997489,0.007743332999993413
15,19:44:10,32.70297,-117.234631,19:44:14.18,0.1785714285714286,,,,,632.0,419.25,3.0,1.75,634.0,421.0,0.0016610999999997489,0.007743332999993413
16,19:44:10,32.70297,-117.234631,19:44:14.19,0.19047619047619052,,,,,632.13,419.27,3.0,1.7333,634.0,421.0,0.0016610999999997489,0.007743332999993413
17,19:44:10,32.70297,-117.234631,19:44:14.2,0.20238095238095244,,,,,632.27,419.28,3.0,1.7167,634.0,421.0,0.0016610999999997489,0.007743332999993413
18,19:44:10,32.70297,-117.234631,19:44:14.21,0.21428571428571436,,,,,632.4,419.3,3.0,1.7,634.0,421.0,0.0016610999999997489,0.007743332999993413
19,19:44:10,32.70297,-117.234631,19:44:14.23,0.22619047619047628,,,,,632.53,419.32,3.0,1.6833,634.0,421.0,0.0016610999999997489,0.007743332999993413
20,19:44:10,32.70297,-117.234631,19:44:14.24,0.2380952380952382,,,,,632.67,419.33,3.0,1.6667,634.0,421.0,0.0016610999999997489,0.007743332999993413
21,19:44:10,32.70297,-117.234631,19:44:14.25,0.2500000000000001,,,,,632.8,419.35,3.0,1.65,634.0,421.0,0.0016610999999997489,0.007743332999993413
22,19:44:10,32.70297,-117.234631,19:44:14.26,0.26190476190476203,,,,,632.93,419.37,3.0,1.6333,634.0,421.0,0.0016610999999997489,0.007743332999993413
23,19:44:10,32.70297,-117.234631,19:44:14.27,0.27380952380952395,,,,,633.07,419.38,3.0,1.6167,635.0,421.0,0.0016610999999997489,0.007743332999993413
24,19:44:10,32.70297,-117.234631,19:44:14.29,0.28571428571428586,,,,,633.2,419.4,3.0,1.6,635.0,421.0,0.0016610999999997489,0.007743332999993413
25,19:44:10,32.70297,-117.234631,19:44:14.3,0.2976190476190478,,,,,633.33,419.42,3.0,1.5833,635.0,421.0,0.0016610999999997489,0.007743332999993413
