Frame No.,UTC Timestamp,Lat,Long,estimated_time,time,gps_lat,gps_lon,gps_lat_rel,gps_lon_rel,x,y,width,height,x_cent,y_cent,lat_int,lon_int
0,19:48:52,32.70297,-117.234631,19:48:56.0,0.0,,,,,1069.0,426.0,33.0,12.0,1086.0,438.0,-0.0002960670000007326,0.0015171669999887172
1,19:48:52,32.70297,-117.234631,19:48:56.06,0.05555555555555555,,,,,1068.5,426.01,33.0,11.993,1085.0,438.0,-0.0002960670000007326,0.0015171669999887172
2,19:48:52,32.70297,-117.234631,19:48:56.11,0.1111111111111111,,,,,1068.1,426.03,33.0,11.986,1085.0,438.0,-0.0002960670000007326,0.0015171669999887172
3,19:48:52,32.70297,-117.234631,19:48:56.17,0.16666666666666666,,,,,1067.6,426.04,33.0,11.979,1084.0,438.0,-0.0002960670000007326,0.0015171669999887172
4,19:48:52,32.70297,-117.234631,19:48:56.22,0.2222222222222222,,,,,1067.1,426.06,33.0,11.972,1084.0,438.0,-0.0002960670000007326,0.0015171669999887172
5,19:48:52,32.70297,-117.234631,19:48:56.28,0.2777777777777778,,,,,1066.7,426.07,33.0,11.965,1083.0,438.0,-0.0002960670000007326,0.0015171669999887172
6,19:48:52,32.70297,-117.234631,19:48:56.33,0.33333333333333337,32.702680833,-117.233113833,-0.0002960670000007326,0.0015171669999887172,1066.2,426.08,33.0,11.958,1083.0,438.0,-0.0002960670000007326,0.0015171669999887172
7,19:48:52,32.70297,-117.234631,19:48:56.39,0.38888888888888895,,,,,1065.7,426.1,33.0,11.951,1082.0,438.0,-0.0002947058333345372,0.0015181113333232095
8,19:48:52,32.70297,-117.234631,19:48:56.44,0.44444444444444453,,,,,1065.3,426.11,33.0,11.944,1082.0,438.0,-0.00029334466666834186,0.001519055666657702
9,19:48:52,32.70297,-117.234631,19:48:56.5,0.5000000000000001,,,,,1064.8,426.13,33.0,11.937,1081.0,438.0,-0.00029198350000214646,0.0015199999999921943
10,19:48:52,32.70297,-117.234631,19:48:56.56,0.5555555555555557,,,,,1064.3,426.14,33.0,11.931,1081.0,438.0,-0.00029062233333595106,0.0015209443333266866
11,19:48:52,32.70297,-117.234631,19:48:56.61,0.6111111111111113,,,,,1063.9,426.15,33.0,11.924,1080.0,438.0,-0.0002892611666697557,0.001521888666661179
12,19:48:52,32.70297,-117.234631,19:48:56.67,0.6666666666666669,32.702689,-117.233108167,-0.0002879000000035603,0.0015228329999956713,1063.4,426.17,33.0,11.917,1080.0,438.0,-0.0002879000000035603,0.0015228329999956713
13,19:48:52,32.70297,-117.234631,19:48:56.72,0.7222222222222224,,,,,1063.0,426.18,33.0,11.91,1080.0,438.0,-0.0002875395116316319,0.0015231586046467577
14,19:48:52,32.70297,-117.234631,19:48:56.78,0.777777777777778,,,,,1062.5,426.19,33.0,11.903,1079.0,438.0,-0.0002871790232597034,0.001523484209297844
15,19:48:52,32.70297,-117.234631,19:48:56.83,0.8333333333333336,,,,,1062.0,426.21,33.0,11.896,1078.0,438.0,-0.00028681853488777496,0.0015238098139489303
16,19:48:52,32.70297,-117.234631,19:48:56.89,0.8888888888888892,,,,,1061.6,426.22,33.0,11.889,1078.0,438.0,-0.0002864580465158465,0.0015241354186000164
17,19:48:52,32.70297,-117.234631,19:48:56.94,0.9444444444444448,,,,,1061.1,426.24,33.0,11.882,1078.0,438.0,-0.00028609755814391804,0.0015244610232511028
18,19:48:57,32.70297,-117.234631,19:48:57.0,0.9814814814814818,,,,,1060.6,426.25,33.0,11.875,1077.0,438.0,-0.00028585723256263244,0.0015246780930184937
19,19:48:57,32.70297,-117.234631,19:48:57.04,1.0185185185185188,,,,,1060.2,426.26,33.0,11.868,1077.0,438.0,-0.0002856169069813468,0.0015248951627858845
20,19:48:57,32.70297,-117.234631,19:48:57.07,1.0555555555555558,,,,,1059.7,426.28,33.0,11.861,1076.0,438.0,-0.0002853765814000611,0.0015251122325532754
21,19:48:57,32.70297,-117.234631,19:48:57.11,1.0925925925925928,,,,,1059.2,426.29,33.0,11.854,1076.0,438.0,-0.0002851362558187755,0.0015253293023206663
22,19:48:57,32.70297,-117.234631,19:48:57.15,1.1296296296296298,,,,,1058.8,426.31,33.0,11.847,1075.0,438.0,-0.00028489593023748986,0.0015255463720880572
23,19:48:57,32.70297,-117.234631,19:48:57.19,1.1666666666666667,,,,,1058.3,426.32,33.0,11.84,1075.0,438.0,-0.00028465560465620426,0.001525763441855448
24,19:48:57,32.70297,-117.234631,19:48:57.22,1.2037037037037037,,,,,1057.8,426.33,33.0,11.833,1074.0,438.0,-0.0002844152790749186,0.0015259805116228388
25,19:48:57,32.70297,-117.234631,19:48:57.26,1.2407407407407407,,,,,1057.4,426.35,33.0,11.826,1074.0,438.0,-0.00028417495349363295,0.0015261975813902298
26,19:48:57,32.70297,-117.234631,19:48:57.3,1.2777777777777777,,,,,1056.9,426.36,33.0,11.819,1073.0,438.0,-0.00028393462791234734,0.0015264146511576205
27,19:48:57,32.70297,-117.234631,19:48:57.33,1.3148148148148147,,,,,1056.4,426.38,33.0,11.812,1073.0,438.0,-0.0002836943023310617,0.0015266317209250114
28,19:48:57,32.70297,-117.234631,19:48:57.37,1.3518518518518516,,,,,1056.0,426.39,33.0,11.806,1072.0,438.0,-0.0002834539767497761,0.0015268487906924023
29,19:48:57,32.70297,-117.234631,19:48:57.41,1.3888888888888886,,,,,1055.5,426.4,33.0,11.799,1072.0,438.0,-0.0002832136511684904,0.0015270658604597932
30,19:48:57,32.70297,-117.234631,19:48:57.44,1.4259259259259256,,,,,1055.0,426.42,33.0,11.792,1072.0,438.0,-0.0002829733255872048,0.001527282930227184
31,19:48:57,32.70297,-117.234631,19:48:57.48,1.4629629629629626,32.702694167,-117.2331035,-0.00028273300000591917,0.0015274999999945749,1054.6,426.43,33.0,11.785,1071.0,438.0,-0.00028273300000591917,0.0015274999999945749
32,19:48:57,32.70297,-117.234631,19:48:57.52,1.4999999999999996,,,,,1054.1,426.44,33.0,11.778,1071.0,438.0,-0.000281967592598341,0.0015283024814760052
33,19:48:57,32.70297,-117.234631,19:48:57.56,1.5370370370370365,,,,,1053.6,426.46,33.0,11.771,1070.0,438.0,-0.0002812021851907629,0.0015291049629574352
34,19:48:57,32.70297,-117.234631,19:48:57.59,1.5740740740740735,,,,,1053.2,426.47,33.0,11.764,1070.0,438.0,-0.0002804367777831847,0.0015299074444388655
35,19:48:57,32.70297,-117.234631,19:48:57.63,1.6111111111111105,,,,,1052.7,426.49,33.0,11.757,1069.0,438.0,-0.0002796713703756066,0.0015307099259202956
36,19:48:57,32.70297,-117.234631,19:48:57.67,1.6481481481481475,,,,,1052.2,426.5,33.0,11.75,1069.0,438.0,-0.0002789059629680284,0.001531512407401726
37,19:48:57,32.70297,-117.234631,19:48:57.7,1.6851851851851845,,,,,1051.8,426.51,33.0,11.743,1068.0,438.0,-0.0002781405555604503,0.001532314888883156
38,19:48:57,32.70297,-117.234631,19:48:57.74,1.7222222222222214,,,,,1051.3,426.53,33.0,11.736,1068.0,438.0,-0.00027737514815287214,0.0015331173703645863
39,19:48:57,32.70297,-117.234631,19:48:57.78,1.7592592592592584,,,,,1050.9,426.54,33.0,11.729,1067.0,438.0,-0.000276609740745294,0.0015339198518460164
40,19:48:57,32.70297,-117.234631,19:48:57.81,1.7962962962962954,,,,,1050.4,426.56,33.0,11.722,1067.0,438.0,-0.00027584433333771585,0.0015347223333274467
41,19:48:57,32.70297,-117.234631,19:48:57.85,1.8333333333333324,,,,,1049.9,426.57,33.0,11.715,1066.0,438.0,-0.00027507892593013774,0.0015355248148088768
42,19:48:57,32.70297,-117.234631,19:48:57.89,1.8703703703703694,,,,,1049.5,426.58,33.0,11.708,1066.0,438.0,-0.00027431351852255957,0.001536327296290307
43,19:48:57,32.70297,-117.234631,19:48:57.93,1.9074074074074063,,,,,1049.0,426.6,33.0,11.701,1066.0,438.0,-0.00027354811111498145,0.0015371297777717371
44,19:48:57,32.70297,-117.234631,19:48:57.96,1.9444444444444433,,,,,1048.5,426.61,33.0,11.694,1065.0,438.0,-0.0002727827037074033,0.0015379322592531674
45,19:48:57,32.70297,-117.234631,19:48:58.0,1.9814814814814803,,,,,1048.1,426.63,33.0,11.687,1065.0,438.0,-0.00027201729629982516,0.0015387347407345975
46,19:48:57,32.70297,-117.234631,19:48:58.04,2.0185185185185173,,,,,1047.6,426.64,33.0,11.681,1064.0,438.0,-0.000271251888892247,0.0015395372222160278
47,19:48:57,32.70297,-117.234631,19:48:58.07,2.0555555555555545,,,,,1047.1,426.65,33.0,11.674,1064.0,438.0,-0.0002704864814846689,0.0015403397036974579
48,19:48:57,32.70297,-117.234631,19:48:58.11,2.0925925925925917,,,,,1046.7,426.67,33.0,11.667,1063.0,438.0,-0.0002697210740770907,0.0015411421851788882
49,19:48:57,32.70297,-117.234631,19:48:58.15,2.129629629629629,,,,,1046.2,426.68,33.0,11.66,1063.0,438.0,-0.00026895566666951254,0.0015419446666603183
50,19:48:57,32.70297,-117.234631,19:48:58.19,2.166666666666666,,,,,1045.7,426.69,33.0,11.653,1062.0,438.0,-0.0002681902592619344,0.0015427471481417486
51,19:48:57,32.70297,-117.234631,19:48:58.22,2.2037037037037033,,,,,1045.3,426.71,33.0,11.646,1062.0,438.0,-0.00026742485185435625,0.0015435496296231786
52,19:48:57,32.70297,-117.234631,19:48:58.26,2.2407407407407405,,,,,1044.8,426.72,33.0,11.639,1061.0,438.0,-0.00026665944444677814,0.001544352111104609
53,19:48:57,32.70297,-117.234631,19:48:58.3,2.2777777777777777,,,,,1044.3,426.74,33.0,11.632,1061.0,438.0,-0.00026589403703919997,0.001545154592586039
54,19:48:57,32.70297,-117.234631,19:48:58.33,2.314814814814815,,,,,1043.9,426.75,33.0,11.625,1060.0,438.0,-0.0002651286296316218,0.0015459570740674693
55,19:48:57,32.70297,-117.234631,19:48:58.37,2.351851851851852,,,,,1043.4,426.76,33.0,11.618,1060.0,438.0,-0.0002643632222240437,0.0015467595555488994
56,19:48:57,32.70297,-117.234631,19:48:58.41,2.3888888888888893,,,,,1042.9,426.78,33.0,11.611,1059.0,438.0,-0.0002635978148164655,0.0015475620370303297
57,19:48:57,32.70297,-117.234631,19:48:58.44,2.4259259259259265,,,,,1042.5,426.79,33.0,11.604,1059.0,438.0,-0.0002628324074088874,0.0015483645185117598
