Frame No.,UTC Timestamp,Lat,Long,estimated_time,time,gps_lat,gps_lon,gps_lat_rel,gps_lon_rel,x,y,width,height,x_cent,y_cent,lat_int,lon_int
0,19:38:54,32.70297,-117.234631,19:38:58.0,0.0,,,,,705.0,430.0,34.0,11.0,722.0,441.0,0.0002195999999941023,0.0014739999999875408
1,19:38:54,32.70297,-117.234631,19:38:58.03,0.03225806451612903,,,,,704.38,430.0,34.044,11.0,721.0,441.0,0.0002195999999941023,0.0014739999999875408
2,19:38:54,32.70297,-117.234631,19:38:58.06,0.06451612903225806,,,,,703.76,430.0,34.089,11.0,721.0,441.0,0.0002195999999941023,0.0014739999999875408
3,19:38:54,32.70297,-117.234631,19:38:58.1,0.0967741935483871,,,,,703.13,430.0,34.133,11.0,720.0,441.0,0.0002195999999941023,0.0014739999999875408
4,19:38:54,32.70297,-117.234631,19:38:58.13,0.12903225806451613,,,,,702.51,430.0,34.178,11.0,720.0,441.0,0.0002195999999941023,0.0014739999999875408
5,19:38:54,32.70297,-117.234631,19:38:58.16,0.16129032258064516,,,,,701.89,430.0,34.222,11.0,719.0,441.0,0.0002195999999941023,0.0014739999999875408
6,19:38:54,32.70297,-117.234631,19:38:58.19,0.1935483870967742,,,,,701.27,430.0,34.267,11.0,718.0,441.0,0.0002195999999941023,0.0014739999999875408
7,19:38:54,32.70297,-117.234631,19:38:58.23,0.22580645161290322,,,,,700.64,430.0,34.311,11.0,718.0,441.0,0.0002195999999941023,0.0014739999999875408
8,19:38:54,32.70297,-117.234631,19:38:58.26,0.25806451612903225,,,,,700.02,430.0,34.356,11.0,717.0,441.0,0.0002195999999941023,0.0014739999999875408
9,19:38:54,32.70297,-117.234631,19:38:58.29,0.29032258064516125,,,,,699.4,430.0,34.4,11.0,717.0,441.0,0.0002195999999941023,0.0014739999999875408
10,19:38:54,32.70297,-117.234631,19:38:58.32,0.32258064516129026,32.7031965,-117.233157,0.0002195999999941023,0.0014739999999875408,698.78,430.0,34.444,11.0,716.0,441.0,0.0002195999999941023,0.0014739999999875408
11,19:38:54,32.70297,-117.234631,19:38:58.35,0.35483870967741926,,,,,698.16,430.0,34.489,11.0,715.0,441.0,0.00022028329999415063,0.0014741666999881886
12,19:38:54,32.70297,-117.234631,19:38:58.39,0.38709677419354827,,,,,697.53,430.0,34.533,11.0,715.0,441.0,0.00022096659999419898,0.0014743333999888363
13,19:38:54,32.70297,-117.234631,19:38:58.42,0.41935483870967727,,,,,696.91,430.0,34.578,11.0,714.0,441.0,0.00022164989999424735,0.0014745000999894843
14,19:38:54,32.70297,-117.234631,19:38:58.45,0.4516129032258063,,,,,696.29,430.0,34.622,11.0,714.0,441.0,0.0002223331999942957,0.001474666799990132
15,19:38:54,32.70297,-117.234631,19:38:58.48,0.4838709677419353,,,,,695.67,430.0,34.667,11.0,713.0,441.0,0.00022301649999434403,0.0014748334999907797
16,19:38:54,32.70297,-117.234631,19:38:58.52,0.5161290322580643,,,,,695.04,430.0,34.711,11.0,712.0,441.0,0.00022369979999439237,0.0014750001999914275
17,19:38:54,32.70297,-117.234631,19:38:58.55,0.5483870967741933,,,,,694.42,430.0,34.756,11.0,712.0,441.0,0.00022438309999444072,0.0014751668999920752
18,19:38:54,32.70297,-117.234631,19:38:58.58,0.5806451612903223,,,,,693.8,430.0,34.8,11.0,711.0,441.0,0.00022506639999448909,0.0014753335999927232
19,19:38:54,32.70297,-117.234631,19:38:58.61,0.6129032258064513,,,,,693.18,430.0,34.844,11.0,711.0,441.0,0.00022574969999453743,0.0014755002999933709
20,19:38:54,32.70297,-117.234631,19:38:58.65,0.6451612903225803,32.703203333,-117.233155333,0.00022643299999458577,0.0014756669999940186,692.56,430.0,34.889,11.0,710.0,441.0,0.00022643299999458577,0.0014756669999940186
21,19:38:54,32.70297,-117.234631,19:38:58.68,0.6774193548387093,,,,,691.93,430.0,34.933,11.0,709.0,441.0,0.00022702845087620497,0.001475850459272022
22,19:38:54,32.70297,-117.234631,19:38:58.71,0.7096774193548383,,,,,691.31,430.0,34.978,11.0,709.0,441.0,0.00022762390175782416,0.0014760339185500254
23,19:38:54,32.70297,-117.234631,19:38:58.74,0.7419354838709673,,,,,690.69,430.0,35.022,11.0,708.0,441.0,0.00022821935263944338,0.0014762173778280288
24,19:38:54,32.70297,-117.234631,19:38:58.77,0.7741935483870963,,,,,690.07,430.0,35.067,11.0,708.0,441.0,0.00022881480352106258,0.0014764008371060322
25,19:38:54,32.70297,-117.234631,19:38:58.81,0.8064516129032253,,,,,689.44,430.0,35.111,11.0,707.0,441.0,0.00022941025440268177,0.0014765842963840356
26,19:38:54,32.70297,-117.234631,19:38:58.84,0.8387096774193543,,,,,688.82,430.0,35.156,11.0,706.0,441.0,0.00023000570528430096,0.001476767755662039
27,19:38:54,32.70297,-117.234631,19:38:58.87,0.8709677419354833,,,,,688.2,430.0,35.2,11.0,706.0,441.0,0.00023060115616592016,0.0014769512149400423
28,19:38:54,32.70297,-117.234631,19:38:58.9,0.9032258064516123,,,,,687.58,430.0,35.244,11.0,705.0,441.0,0.00023119660704753938,0.0014771346742180457
29,19:38:54,32.70297,-117.234631,19:38:58.94,0.9354838709677413,,,,,686.96,430.0,35.289,11.0,705.0,441.0,0.00023179205792915857,0.001477318133496049
30,19:38:54,32.70297,-117.234631,19:38:58.97,0.9677419354838703,,,,,686.33,430.0,35.333,11.0,704.0,441.0,0.00023238750881077777,0.0014775015927740525
31,19:38:54,32.70297,-117.234631,19:38:59.0,1.0077419354838704,,,,,685.71,430.0,35.378,11.0,703.0,441.0,0.00023312586790398557,0.0014777290822787768
32,19:38:54,32.70297,-117.234631,19:38:59.04,1.0477419354838704,,,,,685.09,430.0,35.422,11.0,703.0,441.0,0.0002338642269971934,0.0014779565717835009
33,19:38:59,32.70297,-117.234631,19:38:59.08,1.0877419354838704,,,,,684.47,430.0,35.467,11.0,702.0,441.0,0.0002346025860904012,0.0014781840612882252
34,19:38:59,32.70297,-117.234631,19:38:59.12,1.1277419354838705,,,,,683.84,430.0,35.511,11.0,702.0,441.0,0.000235340945183609,0.0014784115507929494
35,19:38:59,32.70297,-117.234631,19:38:59.16,1.1677419354838705,,,,,683.22,430.0,35.556,11.0,701.0,441.0,0.0002360793042768168,0.0014786390402976735
36,19:38:59,32.70297,-117.234631,19:38:59.2,1.2077419354838705,,,,,682.6,430.0,35.6,11.0,700.0,441.0,0.0002368176633700246,0.0014788665298023978
37,19:38:59,32.70297,-117.234631,19:38:59.24,1.2477419354838706,,,,,681.98,430.0,35.644,11.0,700.0,441.0,0.00023755602246323243,0.001479094019307122
38,19:38:59,32.70297,-117.234631,19:38:59.28,1.2877419354838706,,,,,681.36,430.0,35.689,11.0,699.0,441.0,0.00023829438155644023,0.0014793215088118462
39,19:38:59,32.70297,-117.234631,19:38:59.32,1.3277419354838707,,,,,680.73,430.0,35.733,11.0,699.0,441.0,0.00023903274064964806,0.0014795489983165705
40,19:38:59,32.70297,-117.234631,19:38:59.36,1.3677419354838707,,,,,680.11,430.0,35.778,11.0,698.0,441.0,0.00023977109974285585,0.0014797764878212946
41,19:38:59,32.70297,-117.234631,19:38:59.4,1.4077419354838707,,,,,679.49,430.0,35.822,11.0,697.0,441.0,0.00024050945883606365,0.0014800039773260189
42,19:38:59,32.70297,-117.234631,19:38:59.44,1.4477419354838708,,,,,678.87,430.0,35.867,11.0,697.0,441.0,0.00024124781792927148,0.001480231466830743
43,19:38:59,32.70297,-117.234631,19:38:59.48,1.4877419354838708,,,,,678.24,430.0,35.911,11.0,696.0,441.0,0.00024198617702247927,0.0014804589563354672
44,19:38:59,32.70297,-117.234631,19:38:59.52,1.5277419354838708,,,,,677.62,430.0,35.956,11.0,696.0,441.0,0.0002427245361156871,0.0014806864458401915
45,19:38:59,32.70297,-117.234631,19:38:59.56,1.5677419354838709,,,,,677.0,430.0,36.0,11.0,695.0,441.0,0.0002434628952088949,0.0014809139353449156
46,19:38:59,32.70297,-117.234631,19:38:59.6,1.607741935483871,,,,,676.47,429.99,35.978,11.0,694.0,441.0,0.0002442012543021027,0.00148114142484964
47,19:38:59,32.70297,-117.234631,19:38:59.64,1.647741935483871,,,,,675.93,429.98,35.956,11.0,694.0,441.0,0.0002449396133953105,0.001481368914354364
48,19:38:59,32.70297,-117.234631,19:38:59.68,1.687741935483871,,,,,675.4,429.97,35.933,11.0,693.0,441.0,0.00024567797248851834,0.0014815964038590883
49,19:38:59,32.70297,-117.234631,19:38:59.72,1.727741935483871,,,,,674.87,429.96,35.911,11.0,693.0,441.0,0.0002464163315817261,0.0014818238933638123
50,19:38:59,32.70297,-117.234631,19:38:59.76,1.767741935483871,,,,,674.33,429.94,35.889,11.0,692.0,441.0,0.00024715469067493394,0.0014820513828685366
51,19:38:59,32.70297,-117.234631,19:38:59.8,1.807741935483871,,,,,673.8,429.93,35.867,11.0,692.0,441.0,0.00024789304976814176,0.001482278872373261
52,19:38:59,32.70297,-117.234631,19:38:59.84,1.8477419354838711,,,,,673.27,429.92,35.844,11.0,691.0,441.0,0.00024863140886134953,0.001482506361877985
53,19:38:59,32.70297,-117.234631,19:38:59.88,1.8877419354838711,,,,,672.73,429.91,35.822,11.0,691.0,441.0,0.00024936976795455736,0.0014827338513827093
54,19:38:59,32.70297,-117.234631,19:38:59.92,1.9277419354838712,,,,,672.2,429.9,35.8,11.0,690.0,441.0,0.0002501081270477652,0.0014829613408874334
55,19:38:59,32.70297,-117.234631,19:38:59.96,1.9677419354838712,,,,,671.67,429.89,35.778,11.0,690.0,441.0,0.000250846486140973,0.0014831888303921577
56,19:38:59,32.70297,-117.234631,19:39:00.0,2.0112201963534364,,,,,671.13,429.88,35.756,11.0,689.0,441.0,0.0002516490503727206,0.0014834361015929449
57,19:38:59,32.70297,-117.234631,19:39:00.04,2.054698457223002,,,,,670.6,429.87,35.733,11.0,688.0,441.0,0.00025245161460446823,0.001483683372793732
58,19:38:59,32.70297,-117.234631,19:39:00.09,2.0981767180925672,,,,,670.07,429.86,35.711,11.0,688.0,441.0,0.00025325417883621587,0.0014839306439945192
59,19:38:59,32.70297,-117.234631,19:39:00.13,2.1416549789621326,,,,,669.53,429.84,35.689,11.0,687.0,441.0,0.00025405674306796345,0.0014841779151953064
60,19:38:59,32.70297,-117.234631,19:39:00.17,2.185133239831698,,,,,669.0,429.83,35.667,11.0,687.0,441.0,0.0002548593072997111,0.0014844251863960936
61,19:38:59,32.70297,-117.234631,19:39:00.22,2.2286115007012635,,,,,668.47,429.82,35.644,11.0,686.0,441.0,0.0002556618715314587,0.0014846724575968808
62,19:38:59,32.70297,-117.234631,19:39:00.26,2.272089761570829,,,,,667.93,429.81,35.622,11.0,686.0,441.0,0.0002564644357632063,0.001484919728797668
63,19:38:59,32.70297,-117.234631,19:39:00.3,2.3155680224403943,32.703234167,-117.233145833,0.00025726699999495395,0.0014851669999984551,667.4,429.8,35.6,11.0,685.0,441.0,0.00025726699999495395,0.0014851669999984551
64,19:38:59,32.70297,-117.234631,19:39:00.35,2.3590462833099597,,,,,666.87,429.79,35.578,11.0,685.0,441.0,0.00025848128570921905,0.0014855478571413577
65,19:38:59,32.70297,-117.234631,19:39:00.39,2.402524544179525,,,,,666.33,429.78,35.556,11.0,684.0,441.0,0.0002596955714234842,0.00148592871428426
66,19:38:59,32.70297,-117.234631,19:39:00.43,2.4460028050490905,,,,,665.8,429.77,35.533,11.0,684.0,441.0,0.0002609098571377493,0.0014863095714271626
67,19:38:59,32.70297,-117.234631,19:39:00.48,2.489481065918656,,,,,665.27,429.76,35.511,11.0,683.0,441.0,0.0002621241428520144,0.0014866904285700652
68,19:38:59,32.70297,-117.234631,19:39:00.52,2.5329593267882213,,,,,664.73,429.74,35.489,11.0,682.0,441.0,0.00026333842856627953,0.0014870712857129678
69,19:38:59,32.70297,-117.234631,19:39:00.57,2.5764375876577867,,,,,664.2,429.73,35.467,11.0,682.0,441.0,0.0002645527142805447,0.0014874521428558701
