Frame No.,UTC Timestamp,Lat,Long,estimated_time,time,gps_lat,gps_lon,gps_lat_rel,gps_lon_rel,x,y,width,height,x_cent,y_cent,dlat,dlon,d2lat,d2lon,d3lat,d3lon,d4lat,d4lon
25,20:00:27,32.70297,-117.234631,20:00:31.48,0.48076923076923056,32.702815667,-117.2335455,-0.00016123300000003837,0.00108549999998786,1027.8,435.39,31.056,11.611,1043.0,447.0,-1.2073609758406335e-05,-1.4267853645872191e-05,7.347030176127853e-08,-1.9849734064679023e-05,-1.949527075082487e-05,-1.1565751924934082e-05,3.5691830297744513e-05,8.118617056333213e-05
58,20:00:32,32.70297,-117.234631,20:00:32.22,1.2400284900284906,32.7028065,-117.233556333,-0.00017040000000179134,0.0010746669999974756,1053.1,437.06,23.812,10.0,1065.0,447.0,-1.2017826751513513e-05,-2.9338948028313685e-05,-1.4728494527568728e-05,-2.8631138303980834e-05,7.604081882647842e-06,5.00755997990774e-05,9.673953572050234e-05,0.00012566447934197892
64,20:00:32,32.70297,-117.234631,20:00:32.44,1.4622507122507125,32.702803833,-117.233563833,-0.00017306700000574438,0.0010671669999879896,1054.8,437.14,25.029,10.0,1067.0,447.0,-1.6253554955211486e-05,-3.62725714501827e-05,-1.127613903277072e-05,-1.3494033629453433e-05,3.30723389537247e-05,8.089393778479494e-05,7.72479545621147e-05,5.775089818079297e-05
71,20:00:32,32.70297,-117.234631,20:00:32.7,1.7215099715099713,32.702798333,-117.233574,-0.00017856700000606907,0.0010569999999887614,1056.7,437.25,26.449,10.0,1070.0,447.0,-1.6822385714882664e-05,-3.4415121423998394e-05,2.6024934251674426e-06,1.1343106850071481e-05,4.179958081162581e-05,7.138707487492726e-05,1.0483910955198996e-05,-5.499146124047167e-05
91,20:00:32,32.70297,-117.234631,20:00:33.44,2.4622507122507136,32.702795167,-117.233589333,-0.00018173300000512427,0.0010416669999955275,1062.2,437.54,30.507,10.0,1077.0,448.0,-4.743173808925211e-06,-1.7169102066115038e-05,8.734908332357956e-06,1.2554010741496509e-05,5.108214354502874e-07,-8.124341649949629e-06,-3.407930101018087e-05,-5.057874013804656e-05
114,20:00:32,32.70297,-117.234631,20:00:34.3,3.314102564102569,32.702790667,-117.2336005,-0.0001862330000008683,0.001030499999998824,1068.5,437.87,35.174,10.0,1086.0,448.0,-4.720108701402042e-06,-1.6984524475545295e-05,1.5603496169694577e-06,-3.926990936024632e-06,-7.300402991537089e-06,4.395480784703649e-06,5.176286960145598e-06,8.180441237147383e-06
123,20:00:32,32.70297,-117.234631,20:00:34.63,3.647435897435904,32.702789167,-117.233606667,-0.00018773300000418658,0.0010243329999894968,1071.0,438.0,37.0,10.0,1090.0,448.0,-4.000000007664553e-06,-1.8834000016454302e-05,-7.267826035295447e-07,6.350489286127575e-07,-3.7037585438842165e-06,6.272284753777219e-06,1.7040624967698933e-05,-1.1137674973387968e-05
141,20:00:32,32.70297,-117.234631,20:00:35.3,4.314102564102574,32.702787167,-117.233619667,-0.0001897330000062425,0.001011332999993897,1067.7,438.55,41.091,10.273,1088.0,449.0,-8.333999989673603e-06,-1.0165999995592756e-05,1.014229190697998e-06,-5.068541022382306e-06,1.5990913600902312e-05,-2.3510281069293094e-05,6.798730916210286e-06,9.530561305235194e-06
150,20:00:32,32.70297,-117.234631,20:00:35.63,4.6474358974359085,32.7027835,-117.2336215,-0.00019340000000056534,0.0010094999999950005,1066.1,438.82,43.136,10.409,1088.0,449.0,-6.743385398822339e-06,-1.4867270511999308e-05,8.574433042592304e-06,-1.539778406928014e-05,1.4466611022810838e-05,-1.1299358960907898e-05,-1.569035102462805e-05,4.414350505800866e-05
167,20:00:32,32.70297,-117.234631,20:00:36.3,5.3285953177257666,32.702784833,-117.233644667,-0.00019206700000040655,0.0009863330000001724,1063.0,439.33,47.0,10.667,1086.0,450.0,4.3901255126820656e-06,-2.715674113311188e-05,6.995150962279954e-06,4.310472194364973e-06,-1.1695771892132017e-05,2.922386147298022e-05,-2.3565590507568586e-06,-3.922884336397867e-06
