Frame No.,UTC Timestamp,Lat,Long
0,19:58:07,32.702970,-117.234631
1,19:58:07,32.702970,-117.234631
2,19:58:07,32.702970,-117.234631
3,19:58:07,32.702970,-117.234631
4,19:58:07,32.702970,-117.234631
5,19:58:07,32.702970,-117.234631
6,19:58:07,32.702970,-117.234631
7,19:58:07,32.702970,-117.234631
8,19:58:07,32.702970,-117.234631
9,19:58:07,32.702970,-117.234631
10,19:58:07,32.702970,-117.234631
11,19:58:07,32.702970,-117.234631
12,19:58:07,32.702970,-117.234631
13,19:58:07,32.702970,-117.234631
14,19:58:07,32.702970,-117.234631
15,19:58:07,32.702970,-117.234631
16,19:58:12,32.702970,-117.234631
17,19:58:12,32.702970,-117.234631
18,19:58:12,32.702970,-117.234631
19,19:58:12,32.702970,-117.234631
20,19:58:12,32.702970,-117.234631
21,19:58:12,32.702970,-117.234631
22,19:58:12,32.702970,-117.234631
23,19:58:12,32.702970,-117.234631
24,19:58:12,32.702970,-117.234631
25,19:58:12,32.702970,-117.234631
26,19:58:12,32.702970,-117.234631
27,19:58:12,32.702970,-117.234631
28,19:58:12,32.702970,-117.234631
29,19:58:12,32.702970,-117.234631
30,19:58:12,32.702970,-117.234631
31,19:58:12,32.702970,-117.234631
32,19:58:12,32.702970,-117.234631
33,19:58:12,32.702970,-117.234631
34,19:58:12,32.702970,-117.234631
35,19:58:12,32.702970,-117.234631
36,19:58:12,32.702970,-117.234631
37,19:58:12,32.702970,-117.234631
38,19:58:12,32.702970,-117.234631
39,19:58:12,32.702970,-117.234631
40,19:58:12,32.702970,-117.234631
41,19:58:12,32.702970,-117.234631
42,19:58:12,32.702970,-117.234631
43,19:58:12,32.702970,-117.234631
44,19:58:12,32.702970,-117.234631
45,19:58:12,32.702970,-117.234631
46,19:58:12,32.702970,-117.234631
47,19:58:12,32.702970,-117.234631
48,19:58:12,32.702970,-117.234631
49,19:58:12,32.702970,-117.234631
50,19:58:12,32.702970,-117.234631
51,19:58:12,32.702970,-117.234631
52,19:58:12,32.702970,-117.234631
53,19:58:12,32.702970,-117.234631
54,19:58:12,32.702970,-117.234631
55,19:58:12,32.702970,-117.234631
56,19:58:12,32.702970,-117.234631
57,19:58:12,32.702970,-117.234631
58,19:58:12,32.702970,-117.234631
59,19:58:12,32.702970,-117.234631
60,19:58:12,32.702970,-117.234631
61,19:58:12,32.702970,-117.234631
62,19:58:12,32.702970,-117.234631
63,19:58:12,32.702970,-117.234631
64,19:58:12,32.702970,-117.234631
65,19:58:12,32.702970,-117.234631
66,19:58:12,32.702970,-117.234631
67,19:58:12,32.702970,-117.234631
68,19:58:12,32.702970,-117.234631
69,19:58:12,32.702970,-117.234631
70,19:58:12,32.702970,-117.234631
71,19:58:12,32.702970,-117.234631
72,19:58:12,32.702970,-117.234631
73,19:58:12,32.702970,-117.234631
74,19:58:12,32.702970,-117.234631
75,19:58:12,32.702970,-117.234631
76,19:58:12,32.702970,-117.234631
77,19:58:12,32.702970,-117.234631
78,19:58:12,32.702970,-117.234631
79,19:58:12,32.702970,-117.234631
80,19:58:12,32.702970,-117.234631
81,19:58:12,32.702970,-117.234631
82,19:58:12,32.702970,-117.234631
83,19:58:12,32.702970,-117.234631
84,19:58:12,32.702970,-117.234631
85,19:58:12,32.702970,-117.234631
86,19:58:12,32.702970,-117.234631
87,19:58:12,32.702970,-117.234631
88,19:58:12,32.702970,-117.234631
89,19:58:12,32.702970,-117.234631
90,19:58:12,32.702970,-117.234631
91,19:58:12,32.702970,-117.234631
92,19:58:12,32.702970,-117.234631
93,19:58:12,32.702970,-117.234631
94,19:58:12,32.702970,-117.234631
95,19:58:12,32.702970,-117.234631
96,19:58:12,32.702970,-117.234631
97,19:58:12,32.702970,-117.234631
98,19:58:12,32.702970,-117.234631
99,19:58:12,32.702970,-117.234631
100,19:58:12,32.702970,-117.234631
101,19:58:12,32.702970,-117.234631
102,19:58:12,32.702970,-117.234631
103,19:58:12,32.702970,-117.234631
104,19:58:12,32.702970,-117.234631
105,19:58:12,32.702970,-117.234631
106,19:58:12,32.702970,-117.234631
107,19:58:12,32.702970,-117.234631
108,19:58:12,32.702970,-117.234631
109,19:58:12,32.702970,-117.234631
110,19:58:12,32.702970,-117.234631
111,19:58:12,32.702970,-117.234631
112,19:58:12,32.702970,-117.234631
113,19:58:12,32.702970,-117.234631
114,19:58:12,32.702970,-117.234631
115,19:58:12,32.702970,-117.234631
116,19:58:12,32.702970,-117.234631
117,19:58:12,32.702970,-117.234631
118,19:58:12,32.702970,-117.234631
119,19:58:12,32.702970,-117.234631
120,19:58:12,32.702970,-117.234631
121,19:58:12,32.702970,-117.234631
122,19:58:12,32.702970,-117.234631
123,19:58:12,32.702970,-117.234631
124,19:58:12,32.702970,-117.234631
125,19:58:12,32.702970,-117.234631
126,19:58:12,32.702970,-117.234631
127,19:58:12,32.702970,-117.234631
128,19:58:12,32.702970,-117.234631
129,19:58:12,32.702970,-117.234631
130,19:58:12,32.702970,-117.234631
131,19:58:12,32.702970,-117.234631
132,19:58:12,32.702970,-117.234631
133,19:58:12,32.702970,-117.234631
134,19:58:12,32.702970,-117.234631
135,19:58:12,32.702970,-117.234631
136,19:58:12,32.702970,-117.234631
137,19:58:12,32.702970,-117.234631
138,19:58:12,32.702970,-117.234631
139,19:58:12,32.702970,-117.234631
140,19:58:12,32.702970,-117.234631
141,19:58:12,32.702970,-117.234631
142,19:58:12,32.702970,-117.234631
143,19:58:12,32.702970,-117.234631
144,19:58:12,32.702970,-117.234631
145,19:58:12,32.702970,-117.234631
146,19:58:17,32.702970,-117.234631
147,19:58:17,32.702970,-117.234631
148,19:58:17,32.702970,-117.234631
149,19:58:17,32.702970,-117.234631
150,19:58:17,32.702970,-117.234631
151,19:58:17,32.702970,-117.234631
152,19:58:17,32.702970,-117.234631
153,19:58:17,32.702970,-117.234631
154,19:58:17,32.702970,-117.234631
155,19:58:17,32.702970,-117.234631
156,19:58:17,32.702970,-117.234631
157,19:58:17,32.702970,-117.234631
158,19:58:17,32.702970,-117.234631
159,19:58:17,32.702970,-117.234631
160,19:58:17,32.702970,-117.234631
161,19:58:17,32.702970,-117.234631
162,19:58:17,32.702970,-117.234631
163,19:58:17,32.702970,-117.234631
164,19:58:17,32.702970,-117.234631
165,19:58:17,32.702970,-117.234631
166,19:58:17,32.702970,-117.234631
167,19:58:17,32.702970,-117.234631
168,19:58:17,32.702970,-117.234631
169,19:58:17,32.702970,-117.234631
170,19:58:17,32.702970,-117.234631
171,19:58:17,32.702970,-117.234631
172,19:58:17,32.702970,-117.234631
173,19:58:17,32.702970,-117.234631
174,19:58:17,32.702970,-117.234631
175,19:58:17,32.702970,-117.234631
176,19:58:17,32.702970,-117.234631
177,19:58:17,32.702970,-117.234631
178,19:58:17,32.702970,-117.234631
179,19:58:17,32.702970,-117.234631
180,19:58:17,32.702970,-117.234631
181,19:58:17,32.702970,-117.234631
182,19:58:17,32.702970,-117.234631
183,19:58:17,32.702970,-117.234631
184,19:58:17,32.702970,-117.234631
185,19:58:17,32.702970,-117.234631
186,19:58:17,32.702970,-117.234631
187,19:58:17,32.702970,-117.234631
188,19:58:17,32.702970,-117.234631
189,19:58:17,32.702970,-117.234631
190,19:58:17,32.702970,-117.234631
191,19:58:17,32.702970,-117.234631
192,19:58:17,32.702970,-117.234631
193,19:58:17,32.702970,-117.234631
194,19:58:17,32.702970,-117.234631
195,19:58:17,32.702970,-117.234631
196,19:58:17,32.702970,-117.234631
197,19:58:17,32.702970,-117.234631
198,19:58:17,32.702970,-117.234631
199,19:58:17,32.702970,-117.234631
200,19:58:17,32.702970,-117.234631
201,19:58:17,32.702970,-117.234631
202,19:58:17,32.702970,-117.234631
203,19:58:17,32.702970,-117.234631
204,19:58:17,32.702970,-117.234631
205,19:58:17,32.702970,-117.234631
206,19:58:17,32.702970,-117.234631
207,19:58:17,32.702970,-117.234631
208,19:58:17,32.702970,-117.234631
209,19:58:17,32.702970,-117.234631
210,19:58:17,32.702970,-117.234631
211,19:58:17,32.702970,-117.234631
212,19:58:17,32.702970,-117.234631
213,19:58:17,32.702970,-117.234631
214,19:58:17,32.702970,-117.234631
215,19:58:17,32.702970,-117.234631
216,19:58:17,32.702970,-117.234631
217,19:58:17,32.702970,-117.234631
218,19:58:17,32.702970,-117.234631
219,19:58:17,32.702970,-117.234631
220,19:58:17,32.702970,-117.234631
221,19:58:17,32.702970,-117.234631
222,19:58:17,32.702970,-117.234631
223,19:58:17,32.702970,-117.234631
224,19:58:17,32.702970,-117.234631
225,19:58:17,32.702970,-117.234631
226,19:58:17,32.702970,-117.234631
227,19:58:17,32.702970,-117.234631
228,19:58:17,32.702970,-117.234631
229,19:58:17,32.702970,-117.234631
230,19:58:17,32.702970,-117.234631
231,19:58:17,32.702970,-117.234631
232,19:58:17,32.702970,-117.234631
233,19:58:17,32.702970,-117.234631
234,19:58:17,32.702970,-117.234631
235,19:58:17,32.702970,-117.234631
236,19:58:17,32.702970,-117.234631
237,19:58:17,32.702970,-117.234631
238,19:58:17,32.702970,-117.234631
239,19:58:17,32.702970,-117.234631
240,19:58:17,32.702970,-117.234631
241,19:58:17,32.702970,-117.234631
242,19:58:17,32.702970,-117.234631
243,19:58:17,32.702970,-117.234631
244,19:58:17,32.702970,-117.234631
245,19:58:17,32.702970,-117.234631
246,19:58:17,32.702970,-117.234631
247,19:58:17,32.702970,-117.234631
248,19:58:17,32.702970,-117.234631
249,19:58:17,32.702970,-117.234631
250,19:58:17,32.702970,-117.234631
251,19:58:17,32.702970,-117.234631
252,19:58:17,32.702970,-117.234631
253,19:58:17,32.702970,-117.234631
254,19:58:17,32.702970,-117.234631
255,19:58:17,32.702970,-117.234631
256,19:58:17,32.702970,-117.234631
257,19:58:17,32.702970,-117.234631
258,19:58:17,32.702970,-117.234631
259,19:58:17,32.702970,-117.234631
260,19:58:17,32.702970,-117.234631
261,19:58:17,32.702970,-117.234631
262,19:58:17,32.702970,-117.234631
263,19:58:17,32.702970,-117.234631
264,19:58:17,32.702970,-117.234631
265,19:58:17,32.702970,-117.234631
266,19:58:17,32.702970,-117.234631
267,19:58:17,32.702970,-117.234631
268,19:58:17,32.702970,-117.234631
269,19:58:17,32.702970,-117.234631
270,19:58:17,32.702970,-117.234631
271,19:58:17,32.702970,-117.234631
272,19:58:17,32.702970,-117.234631
273,19:58:17,32.702970,-117.234631
274,19:58:17,32.702970,-117.234631
275,19:58:17,32.702970,-117.234631
276,19:58:22,32.702970,-117.234631
277,19:58:22,32.702970,-117.234631
278,19:58:22,32.702970,-117.234631
279,19:58:22,32.702970,-117.234631
280,19:58:22,32.702970,-117.234631
281,19:58:22,32.702970,-117.234631
282,19:58:22,32.702970,-117.234631
283,19:58:22,32.702970,-117.234631
284,19:58:22,32.702970,-117.234631
285,19:58:22,32.702970,-117.234631
286,19:58:22,32.702970,-117.234631
287,19:58:22,32.702970,-117.234631
288,19:58:22,32.702970,-117.234631
289,19:58:22,32.702970,-117.234631
290,19:58:22,32.702970,-117.234631
291,19:58:22,32.702970,-117.234631
292,19:58:22,32.702970,-117.234631
293,19:58:22,32.702970,-117.234631
294,19:58:22,32.702970,-117.234631
295,19:58:22,32.702970,-117.234631
296,19:58:22,32.702970,-117.234631
297,19:58:22,32.702970,-117.234631
298,19:58:22,32.702970,-117.234631
299,19:58:22,32.702970,-117.234631
300,19:58:22,32.702970,-117.234631
301,19:58:22,32.702970,-117.234631
302,19:58:22,32.702970,-117.234631
303,19:58:22,32.702970,-117.234631
304,19:58:22,32.702970,-117.234631
305,19:58:22,32.702970,-117.234631
306,19:58:22,32.702970,-117.234631
307,19:58:22,32.702970,-117.234631
308,19:58:22,32.702970,-117.234631
309,19:58:22,32.702970,-117.234631
310,19:58:22,32.702970,-117.234631
311,19:58:22,32.702970,-117.234631
312,19:58:22,32.702970,-117.234631
313,19:58:22,32.702970,-117.234631
314,19:58:22,32.702970,-117.234631
315,19:58:22,32.702970,-117.234631
316,19:58:22,32.702970,-117.234631
317,19:58:22,32.702970,-117.234631
318,19:58:22,32.702970,-117.234631
319,19:58:22,32.702970,-117.234631
320,19:58:22,32.702970,-117.234631
321,19:58:22,32.702970,-117.234631
322,19:58:22,32.702970,-117.234631
323,19:58:22,32.702970,-117.234631
324,19:58:22,32.702970,-117.234631
325,19:58:22,32.702970,-117.234631
326,19:58:22,32.702970,-117.234631
327,19:58:22,32.702970,-117.234631
328,19:58:22,32.702970,-117.234631
329,19:58:22,32.702970,-117.234631
330,19:58:22,32.702970,-117.234631
331,19:58:22,32.702970,-117.234631
332,19:58:22,32.702970,-117.234631
333,19:58:22,32.702970,-117.234631
334,19:58:22,32.702970,-117.234631
335,19:58:22,32.702970,-117.234631
336,19:58:22,32.702970,-117.234631
337,19:58:22,32.702970,-117.234631
338,19:58:22,32.702970,-117.234631
339,19:58:22,32.702970,-117.234631
340,19:58:22,32.702970,-117.234631
341,19:58:22,32.702970,-117.234631
342,19:58:22,32.702970,-117.234631
343,19:58:22,32.702970,-117.234631
344,19:58:22,32.702970,-117.234631
345,19:58:22,32.702970,-117.234631
346,19:58:22,32.702970,-117.234631
347,19:58:22,32.702970,-117.234631
348,19:58:22,32.702970,-117.234631
349,19:58:22,32.702970,-117.234631
350,19:58:22,32.702970,-117.234631
351,19:58:22,32.702970,-117.234631
352,19:58:22,32.702970,-117.234631
353,19:58:22,32.702970,-117.234631
354,19:58:22,32.702970,-117.234631
355,19:58:22,32.702970,-117.234631
356,19:58:22,32.702970,-117.234631
357,19:58:22,32.702970,-117.234631
358,19:58:22,32.702970,-117.234631
359,19:58:22,32.702970,-117.234631
360,19:58:22,32.702970,-117.234631
361,19:58:22,32.702970,-117.234631
362,19:58:22,32.702970,-117.234631
363,19:58:22,32.702970,-117.234631
364,19:58:22,32.702970,-117.234631
365,19:58:22,32.702970,-117.234631
366,19:58:22,32.702970,-117.234631
367,19:58:22,32.702970,-117.234631
368,19:58:22,32.702970,-117.234631
369,19:58:22,32.702970,-117.234631
370,19:58:22,32.702970,-117.234631
371,19:58:22,32.702970,-117.234631
372,19:58:22,32.702970,-117.234631
373,19:58:22,32.702970,-117.234631
374,19:58:22,32.702970,-117.234631
375,19:58:22,32.702970,-117.234631
376,19:58:22,32.702970,-117.234631
377,19:58:22,32.702970,-117.234631
