Frame No.,UTC Timestamp,Lat,Long,estimated_time
0,19:58:07,32.70297,-117.23463100000001,00:00:00
1,19:58:07,32.70297,-117.23463100000001,00:00:00
2,19:58:07,32.70297,-117.23463100000001,00:00:00
3,19:58:07,32.70297,-117.23463100000001,00:00:00
4,19:58:07,32.70297,-117.23463100000001,00:00:00
5,19:58:07,32.70297,-117.23463100000001,00:00:00
6,19:58:07,32.70297,-117.23463100000001,00:00:00
7,19:58:07,32.70297,-117.23463100000001,00:00:00
8,19:58:07,32.70297,-117.23463100000001,00:00:00
9,19:58:07,32.70297,-117.23463100000001,00:00:00
10,19:58:07,32.70297,-117.23463100000001,00:00:00
11,19:58:07,32.70297,-117.23463100000001,00:00:00
12,19:58:07,32.70297,-117.23463100000001,00:00:00
13,19:58:07,32.70297,-117.23463100000001,00:00:00
14,19:58:07,32.70297,-117.23463100000001,00:00:00
15,19:58:07,32.70297,-117.23463100000001,00:00:00
16,19:58:12,32.70297,-117.23463100000001,19:58:12
17,19:58:12,32.70297,-117.23463100000001,19:58:12
18,19:58:12,32.70297,-117.23463100000001,19:58:12
19,19:58:12,32.70297,-117.23463100000001,19:58:12
20,19:58:12,32.70297,-117.23463100000001,19:58:12
21,19:58:12,32.70297,-117.23463100000001,19:58:12
22,19:58:12,32.70297,-117.23463100000001,19:58:12
23,19:58:12,32.70297,-117.23463100000001,19:58:12
24,19:58:12,32.70297,-117.23463100000001,19:58:12
25,19:58:12,32.70297,-117.23463100000001,19:58:12
26,19:58:12,32.70297,-117.23463100000001,19:58:12
27,19:58:12,32.70297,-117.23463100000001,19:58:12
28,19:58:12,32.70297,-117.23463100000001,19:58:12
29,19:58:12,32.70297,-117.23463100000001,19:58:12
30,19:58:12,32.70297,-117.23463100000001,19:58:12
31,19:58:12,32.70297,-117.23463100000001,19:58:12
32,19:58:12,32.70297,-117.23463100000001,19:58:12
33,19:58:12,32.70297,-117.23463100000001,19:58:12
34,19:58:12,32.70297,-117.23463100000001,19:58:12
35,19:58:12,32.70297,-117.23463100000001,19:58:12
36,19:58:12,32.70297,-117.23463100000001,19:58:12
37,19:58:12,32.70297,-117.23463100000001,19:58:12
38,19:58:12,32.70297,-117.23463100000001,19:58:12
39,19:58:12,32.70297,-117.23463100000001,19:58:12
40,19:58:12,32.70297,-117.23463100000001,19:58:12
41,19:58:12,32.70297,-117.23463100000001,19:58:12
42,19:58:12,32.70297,-117.23463100000001,19:58:12
43,19:58:12,32.70297,-117.23463100000001,19:58:13
44,19:58:12,32.70297,-117.23463100000001,19:58:13
45,19:58:12,32.70297,-117.23463100000001,19:58:13
46,19:58:12,32.70297,-117.23463100000001,19:58:13
47,19:58:12,32.70297,-117.23463100000001,19:58:13
48,19:58:12,32.70297,-117.23463100000001,19:58:13
49,19:58:12,32.70297,-117.23463100000001,19:58:13
50,19:58:12,32.70297,-117.23463100000001,19:58:13
51,19:58:12,32.70297,-117.23463100000001,19:58:13
52,19:58:12,32.70297,-117.23463100000001,19:58:13
53,19:58:12,32.70297,-117.23463100000001,19:58:13
54,19:58:12,32.70297,-117.23463100000001,19:58:13
55,19:58:12,32.70297,-117.23463100000001,19:58:13
56,19:58:12,32.70297,-117.23463100000001,19:58:13
57,19:58:12,32.70297,-117.23463100000001,19:58:13
58,19:58:12,32.70297,-117.23463100000001,19:58:13
59,19:58:12,32.70297,-117.23463100000001,19:58:13
60,19:58:12,32.70297,-117.23463100000001,19:58:13
61,19:58:12,32.70297,-117.23463100000001,19:58:13
62,19:58:12,32.70297,-117.23463100000001,19:58:13
63,19:58:12,32.70297,-117.23463100000001,19:58:13
64,19:58:12,32.70297,-117.23463100000001,19:58:13
65,19:58:12,32.70297,-117.23463100000001,19:58:13
66,19:58:12,32.70297,-117.23463100000001,19:58:13
67,19:58:12,32.70297,-117.23463100000001,19:58:13
68,19:58:12,32.70297,-117.23463100000001,19:58:13
69,19:58:12,32.70297,-117.23463100000001,19:58:13
70,19:58:12,32.70297,-117.23463100000001,19:58:14
71,19:58:12,32.70297,-117.23463100000001,19:58:14
72,19:58:12,32.70297,-117.23463100000001,19:58:14
73,19:58:12,32.70297,-117.23463100000001,19:58:14
74,19:58:12,32.70297,-117.23463100000001,19:58:14
75,19:58:12,32.70297,-117.23463100000001,19:58:14
76,19:58:12,32.70297,-117.23463100000001,19:58:14
77,19:58:12,32.70297,-117.23463100000001,19:58:14
78,19:58:12,32.70297,-117.23463100000001,19:58:14
79,19:58:12,32.70297,-117.23463100000001,19:58:14
80,19:58:12,32.70297,-117.23463100000001,19:58:14
81,19:58:12,32.70297,-117.23463100000001,19:58:14
82,19:58:12,32.70297,-117.23463100000001,19:58:14
83,19:58:12,32.70297,-117.23463100000001,19:58:14
84,19:58:12,32.70297,-117.23463100000001,19:58:14
85,19:58:12,32.70297,-117.23463100000001,19:58:14
86,19:58:12,32.70297,-117.23463100000001,19:58:14
87,19:58:12,32.70297,-117.23463100000001,19:58:14
88,19:58:12,32.70297,-117.23463100000001,19:58:14
89,19:58:12,32.70297,-117.23463100000001,19:58:14
90,19:58:12,32.70297,-117.23463100000001,19:58:14
91,19:58:12,32.70297,-117.23463100000001,19:58:14
92,19:58:12,32.70297,-117.23463100000001,19:58:14
93,19:58:12,32.70297,-117.23463100000001,19:58:14
94,19:58:12,32.70297,-117.23463100000001,19:58:14
95,19:58:12,32.70297,-117.23463100000001,19:58:14
96,19:58:12,32.70297,-117.23463100000001,19:58:14
97,19:58:12,32.70297,-117.23463100000001,19:58:15
98,19:58:12,32.70297,-117.23463100000001,19:58:15
99,19:58:12,32.70297,-117.23463100000001,19:58:15
100,19:58:12,32.70297,-117.23463100000001,19:58:15
101,19:58:12,32.70297,-117.23463100000001,19:58:15
102,19:58:12,32.70297,-117.23463100000001,19:58:15
103,19:58:12,32.70297,-117.23463100000001,19:58:15
104,19:58:12,32.70297,-117.23463100000001,19:58:15
105,19:58:12,32.70297,-117.23463100000001,19:58:15
106,19:58:12,32.70297,-117.23463100000001,19:58:15
107,19:58:12,32.70297,-117.23463100000001,19:58:15
108,19:58:12,32.70297,-117.23463100000001,19:58:15
109,19:58:12,32.70297,-117.23463100000001,19:58:15
110,19:58:12,32.70297,-117.23463100000001,19:58:15
111,19:58:12,32.70297,-117.23463100000001,19:58:15
112,19:58:12,32.70297,-117.23463100000001,19:58:15
113,19:58:12,32.70297,-117.23463100000001,19:58:15
114,19:58:12,32.70297,-117.23463100000001,19:58:15
115,19:58:12,32.70297,-117.23463100000001,19:58:15
116,19:58:12,32.70297,-117.23463100000001,19:58:15
117,19:58:12,32.70297,-117.23463100000001,19:58:15
118,19:58:12,32.70297,-117.23463100000001,19:58:15
119,19:58:12,32.70297,-117.23463100000001,19:58:15
120,19:58:12,32.70297,-117.23463100000001,19:58:15
121,19:58:12,32.70297,-117.23463100000001,19:58:15
122,19:58:12,32.70297,-117.23463100000001,19:58:15
123,19:58:12,32.70297,-117.23463100000001,19:58:15
124,19:58:12,32.70297,-117.23463100000001,19:58:16
125,19:58:12,32.70297,-117.23463100000001,19:58:16
126,19:58:12,32.70297,-117.23463100000001,19:58:16
127,19:58:12,32.70297,-117.23463100000001,19:58:16
128,19:58:12,32.70297,-117.23463100000001,19:58:16
129,19:58:12,32.70297,-117.23463100000001,19:58:16
130,19:58:12,32.70297,-117.23463100000001,19:58:16
131,19:58:12,32.70297,-117.23463100000001,19:58:16
132,19:58:12,32.70297,-117.23463100000001,19:58:16
133,19:58:12,32.70297,-117.23463100000001,19:58:16
134,19:58:12,32.70297,-117.23463100000001,19:58:16
135,19:58:12,32.70297,-117.23463100000001,19:58:16
136,19:58:12,32.70297,-117.23463100000001,19:58:16
137,19:58:12,32.70297,-117.23463100000001,19:58:16
138,19:58:12,32.70297,-117.23463100000001,19:58:16
139,19:58:12,32.70297,-117.23463100000001,19:58:16
140,19:58:12,32.70297,-117.23463100000001,19:58:16
141,19:58:12,32.70297,-117.23463100000001,19:58:16
142,19:58:12,32.70297,-117.23463100000001,19:58:16
143,19:58:12,32.70297,-117.23463100000001,19:58:16
144,19:58:12,32.70297,-117.23463100000001,19:58:16
145,19:58:12,32.70297,-117.23463100000001,19:58:16
146,19:58:17,32.70297,-117.23463100000001,19:58:17
147,19:58:17,32.70297,-117.23463100000001,19:58:17
148,19:58:17,32.70297,-117.23463100000001,19:58:17
149,19:58:17,32.70297,-117.23463100000001,19:58:17
150,19:58:17,32.70297,-117.23463100000001,19:58:17
151,19:58:17,32.70297,-117.23463100000001,19:58:17
152,19:58:17,32.70297,-117.23463100000001,19:58:17
153,19:58:17,32.70297,-117.23463100000001,19:58:17
154,19:58:17,32.70297,-117.23463100000001,19:58:17
155,19:58:17,32.70297,-117.23463100000001,19:58:17
156,19:58:17,32.70297,-117.23463100000001,19:58:17
157,19:58:17,32.70297,-117.23463100000001,19:58:17
158,19:58:17,32.70297,-117.23463100000001,19:58:17
159,19:58:17,32.70297,-117.23463100000001,19:58:17
160,19:58:17,32.70297,-117.23463100000001,19:58:17
