Frame No.,UTC Timestamp,Lat,Long,estimated_time
0,19:46:37,32.70297,-117.23463100000001,00:00:00
1,19:46:37,32.70297,-117.23463100000001,00:00:00
2,19:46:37,32.70297,-117.23463100000001,00:00:00
3,19:46:37,32.70297,-117.23463100000001,00:00:00
4,19:46:37,32.70297,-117.23463100000001,00:00:00
5,19:46:37,32.70297,-117.23463100000001,00:00:00
6,19:46:37,32.70297,-117.23463100000001,00:00:00
7,19:46:37,32.70297,-117.23463100000001,00:00:00
8,19:46:37,32.70297,-117.23463100000001,00:00:00
9,19:46:37,32.70297,-117.23463100000001,00:00:00
10,19:46:37,32.70297,-117.23463100000001,00:00:00
11,19:46:37,32.70297,-117.23463100000001,00:00:00
12,19:46:37,32.70297,-117.23463100000001,00:00:00
13,19:46:37,32.70297,-117.23463100000001,00:00:00
14,19:46:37,32.70297,-117.23463100000001,00:00:00
15,19:46:37,32.70297,-117.23463100000001,00:00:00
16,19:46:37,32.70297,-117.23463100000001,00:00:00
17,19:46:37,32.70297,-117.23463100000001,00:00:00
18,19:46:37,32.70297,-117.23463100000001,00:00:00
19,19:46:37,32.70297,-117.23463100000001,00:00:00
20,19:46:37,32.70297,-117.23463100000001,00:00:00
21,19:46:37,32.70297,-117.23463100000001,00:00:00
22,19:46:37,32.70297,-117.23463100000001,00:00:00
23,19:46:37,32.70297,-117.23463100000001,00:00:00
24,19:46:37,32.70297,-117.23463100000001,00:00:00
25,19:46:37,32.70297,-117.23463100000001,00:00:00
26,19:46:37,32.70297,-117.23463100000001,00:00:00
27,19:46:37,32.70297,-117.23463100000001,00:00:00
28,19:46:37,32.70297,-117.23463100000001,00:00:00
29,19:46:37,32.70297,-117.23463100000001,00:00:00
30,19:46:37,32.70297,-117.23463100000001,00:00:00
31,19:46:37,32.70297,-117.23463100000001,00:00:00
32,19:46:37,32.70297,-117.23463100000001,00:00:00
33,19:46:37,32.70297,-117.23463100000001,00:00:00
34,19:46:37,32.70297,-117.23463100000001,00:00:00
35,19:46:37,32.70297,-117.23463100000001,00:00:00
36,19:46:37,32.70297,-117.23463100000001,00:00:00
37,19:46:37,32.70297,-117.23463100000001,00:00:00
38,19:46:37,32.70297,-117.23463100000001,00:00:00
39,19:46:37,32.70297,-117.23463100000001,00:00:00
40,19:46:37,32.70297,-117.23463100000001,00:00:00
41,19:46:37,32.70297,-117.23463100000001,00:00:00
42,19:46:37,32.70297,-117.23463100000001,00:00:00
43,19:46:37,32.70297,-117.23463100000001,00:00:00
44,19:46:37,32.70297,-117.23463100000001,00:00:00
45,19:46:37,32.70297,-117.23463100000001,00:00:00
46,19:46:37,32.70297,-117.23463100000001,00:00:00
47,19:46:37,32.70297,-117.23463100000001,00:00:00
48,19:46:37,32.70297,-117.23463100000001,00:00:00
49,19:46:37,32.70297,-117.23463100000001,00:00:00
50,19:46:37,32.70297,-117.23463100000001,00:00:00
51,19:46:37,32.70297,-117.23463100000001,00:00:00
52,19:46:37,32.70297,-117.23463100000001,00:00:00
53,19:46:37,32.70297,-117.23463100000001,00:00:00
54,19:46:37,32.70297,-117.23463100000001,00:00:00
55,19:46:37,32.70297,-117.23463100000001,00:00:00
56,19:46:37,32.70297,-117.23463100000001,00:00:00
57,19:46:37,32.70297,-117.23463100000001,00:00:00
58,19:46:37,32.70297,-117.23463100000001,00:00:00
59,19:46:37,32.70297,-117.23463100000001,00:00:00
60,19:46:37,32.70297,-117.23463100000001,00:00:00
61,19:46:37,32.70297,-117.23463100000001,00:00:00
62,19:46:37,32.70297,-117.23463100000001,00:00:00
63,19:46:37,32.70297,-117.23463100000001,00:00:00
64,19:46:37,32.70297,-117.23463100000001,00:00:00
65,19:46:37,32.70297,-117.23463100000001,00:00:00
66,19:46:37,32.70297,-117.23463100000001,00:00:00
67,19:46:37,32.70297,-117.23463100000001,00:00:00
68,19:46:37,32.70297,-117.23463100000001,00:00:00
69,19:46:37,32.70297,-117.23463100000001,00:00:00
70,19:46:37,32.70297,-117.23463100000001,00:00:00
71,19:46:37,32.70297,-117.23463100000001,00:00:00
72,19:46:37,32.70297,-117.23463100000001,00:00:00
73,19:46:37,32.70297,-117.23463100000001,00:00:00
74,19:46:37,32.70297,-117.23463100000001,00:00:00
75,19:46:37,32.70297,-117.23463100000001,00:00:00
76,19:46:37,32.70297,-117.23463100000001,00:00:00
77,19:46:37,32.70297,-117.23463100000001,00:00:00
78,19:46:37,32.70297,-117.23463100000001,00:00:00
79,19:46:37,32.70297,-117.23463100000001,00:00:00
80,19:46:37,32.70297,-117.23463100000001,00:00:00
81,19:46:37,32.70297,-117.23463100000001,00:00:00
82,19:46:37,32.70297,-117.23463100000001,00:00:00
83,19:46:37,32.70297,-117.23463100000001,00:00:00
84,19:46:37,32.70297,-117.23463100000001,00:00:00
85,19:46:37,32.70297,-117.23463100000001,00:00:00
86,19:46:37,32.70297,-117.23463100000001,00:00:00
87,19:46:37,32.70297,-117.23463100000001,00:00:00
88,19:46:37,32.70297,-117.23463100000001,00:00:00
89,19:46:37,32.70297,-117.23463100000001,00:00:00
90,19:46:37,32.70297,-117.23463100000001,00:00:00
91,19:46:37,32.70297,-117.23463100000001,00:00:00
92,19:46:37,32.70297,-117.23463100000001,00:00:00
93,19:46:37,32.70297,-117.23463100000001,00:00:00
94,19:46:37,32.70297,-117.23463100000001,00:00:00
95,19:46:37,32.70297,-117.23463100000001,00:00:00
96,19:46:37,32.70297,-117.23463100000001,00:00:00
97,19:46:37,32.70297,-117.23463100000001,00:00:00
98,19:46:37,32.70297,-117.23463100000001,00:00:00
99,19:46:37,32.70297,-117.23463100000001,00:00:00
100,19:46:37,32.70297,-117.23463100000001,00:00:00
101,19:46:37,32.70297,-117.23463100000001,00:00:00
102,19:46:37,32.70297,-117.23463100000001,00:00:00
103,19:46:37,32.70297,-117.23463100000001,00:00:00
104,19:46:37,32.70297,-117.23463100000001,00:00:00
105,19:46:37,32.70297,-117.23463100000001,00:00:00
106,19:46:37,32.70297,-117.23463100000001,00:00:00
107,19:46:37,32.70297,-117.23463100000001,00:00:00
108,19:46:37,32.70297,-117.23463100000001,00:00:00
109,19:46:37,32.70297,-117.23463100000001,00:00:00
110,19:46:37,32.70297,-117.23463100000001,00:00:00
111,19:46:37,32.70297,-117.23463100000001,00:00:00
112,19:46:37,32.70297,-117.23463100000001,00:00:00
113,19:46:37,32.70297,-117.23463100000001,00:00:00
114,19:46:37,32.70297,-117.23463100000001,00:00:00
115,19:46:37,32.70297,-117.23463100000001,00:00:00
116,19:46:37,32.70297,-117.23463100000001,00:00:00
117,19:46:37,32.70297,-117.23463100000001,00:00:00
118,19:46:37,32.70297,-117.23463100000001,00:00:00
119,19:46:42,32.70297,-117.23463100000001,19:46:42
120,19:46:42,32.70297,-117.23463100000001,19:46:42
121,19:46:42,32.70297,-117.23463100000001,19:46:42
122,19:46:42,32.70297,-117.23463100000001,19:46:42
123,19:46:42,32.70297,-117.23463100000001,19:46:42
124,19:46:42,32.70297,-117.23463100000001,19:46:42
125,19:46:42,32.70297,-117.23463100000001,19:46:42
126,19:46:42,32.70297,-117.23463100000001,19:46:42
127,19:46:42,32.70297,-117.23463100000001,19:46:42
128,19:46:42,32.70297,-117.23463100000001,19:46:42
129,19:46:42,32.70297,-117.23463100000001,19:46:42
130,19:46:42,32.70297,-117.23463100000001,19:46:42
131,19:46:42,32.70297,-117.23463100000001,19:46:42
132,19:46:42,32.70297,-117.23463100000001,19:46:42
133,19:46:42,32.70297,-117.23463100000001,19:46:42
134,19:46:42,32.70297,-117.23463100000001,19:46:42
135,19:46:42,32.70297,-117.23463100000001,19:46:42
136,19:46:42,32.70297,-117.23463100000001,19:46:42
137,19:46:42,32.70297,-117.23463100000001,19:46:42
138,19:46:42,32.70297,-117.23463100000001,19:46:42
139,19:46:42,32.70297,-117.23463100000001,19:46:42
140,19:46:42,32.70297,-117.23463100000001,19:46:42
141,19:46:42,32.70297,-117.23463100000001,19:46:42
142,19:46:42,32.70297,-117.23463100000001,19:46:42
143,19:46:42,32.70297,-117.23463100000001,19:46:42
144,19:46:42,32.70297,-117.23463100000001,19:46:42
145,19:46:42,32.70297,-117.23463100000001,19:46:42
146,19:46:42,32.70297,-117.23463100000001,19:46:43
147,19:46:42,32.70297,-117.23463100000001,19:46:43
148,19:46:42,32.70297,-117.23463100000001,19:46:43
149,19:46:42,32.70297,-117.23463100000001,19:46:43
150,19:46:42,32.70297,-117.23463100000001,19:46:43
