Frame No.,UTC Timestamp,Lat,Long,estimated_time
0,19:25:43,32.70297,-117.23463100000001,00:00:00
1,19:25:43,32.70297,-117.23463100000001,00:00:00
2,19:25:48,32.70297,-117.23463100000001,19:25:48
3,19:25:48,32.70297,-117.23463100000001,19:25:48
4,19:25:48,32.70297,-117.23463100000001,19:25:48
5,19:25:48,32.70297,-117.23463100000001,19:25:48
6,19:25:48,32.70297,-117.23463100000001,19:25:48
7,19:25:48,32.70297,-117.23463100000001,19:25:48
8,19:25:48,32.70297,-117.23463100000001,19:25:48
9,19:25:48,32.70297,-117.23463100000001,19:25:48
10,19:25:48,32.70297,-117.23463100000001,19:25:48
11,19:25:48,32.70297,-117.23463100000001,19:25:48
12,19:25:48,32.70297,-117.23463100000001,19:25:48
13,19:25:48,32.70297,-117.23463100000001,19:25:48
14,19:25:48,32.70297,-117.23463100000001,19:25:48
15,19:25:48,32.70297,-117.23463100000001,19:25:48
16,19:25:48,32.70297,-117.23463100000001,19:25:48
17,19:25:48,32.70297,-117.23463100000001,19:25:48
18,19:25:48,32.70297,-117.23463100000001,19:25:48
19,19:25:48,32.70297,-117.23463100000001,19:25:48
20,19:25:48,32.70297,-117.23463100000001,19:25:48
21,19:25:48,32.70297,-117.23463100000001,19:25:48
22,19:25:48,32.70297,-117.23463100000001,19:25:48
23,19:25:48,32.70297,-117.23463100000001,19:25:48
24,19:25:48,32.70297,-117.23463100000001,19:25:48
25,19:25:48,32.70297,-117.23463100000001,19:25:48
26,19:25:48,32.70297,-117.23463100000001,19:25:48
27,19:25:48,32.70297,-117.23463100000001,19:25:48
28,19:25:48,32.70297,-117.23463100000001,19:25:49
29,19:25:48,32.70297,-117.23463100000001,19:25:49
30,19:25:48,32.70297,-117.23463100000001,19:25:49
31,19:25:48,32.70297,-117.23463100000001,19:25:49
32,19:25:48,32.70297,-117.23463100000001,19:25:49
33,19:25:48,32.70297,-117.23463100000001,19:25:49
34,19:25:48,32.70297,-117.23463100000001,19:25:49
35,19:25:48,32.70297,-117.23463100000001,19:25:49
36,19:25:48,32.70297,-117.23463100000001,19:25:49
37,19:25:48,32.70297,-117.23463100000001,19:25:49
38,19:25:48,32.70297,-117.23463100000001,19:25:49
39,19:25:48,32.70297,-117.23463100000001,19:25:49
40,19:25:48,32.70297,-117.23463100000001,19:25:49
41,19:25:48,32.70297,-117.23463100000001,19:25:49
42,19:25:48,32.70297,-117.23463100000001,19:25:49
43,19:25:48,32.70297,-117.23463100000001,19:25:49
44,19:25:48,32.70297,-117.23463100000001,19:25:49
45,19:25:48,32.70297,-117.23463100000001,19:25:49
46,19:25:48,32.70297,-117.23463100000001,19:25:49
47,19:25:48,32.70297,-117.23463100000001,19:25:49
48,19:25:48,32.70297,-117.23463100000001,19:25:49
49,19:25:48,32.70297,-117.23463100000001,19:25:49
50,19:25:48,32.70297,-117.23463100000001,19:25:49
51,19:25:48,32.70297,-117.23463100000001,19:25:49
52,19:25:48,32.70297,-117.23463100000001,19:25:49
53,19:25:48,32.70297,-117.23463100000001,19:25:49
54,19:25:48,32.70297,-117.23463100000001,19:25:50
55,19:25:48,32.70297,-117.23463100000001,19:25:50
56,19:25:48,32.70297,-117.23463100000001,19:25:50
57,19:25:48,32.70297,-117.23463100000001,19:25:50
58,19:25:48,32.70297,-117.23463100000001,19:25:50
59,19:25:48,32.70297,-117.23463100000001,19:25:50
60,19:25:48,32.70297,-117.23463100000001,19:25:50
61,19:25:48,32.70297,-117.23463100000001,19:25:50
62,19:25:48,32.70297,-117.23463100000001,19:25:50
63,19:25:48,32.70297,-117.23463100000001,19:25:50
64,19:25:48,32.70297,-117.23463100000001,19:25:50
65,19:25:48,32.70297,-117.23463100000001,19:25:50
66,19:25:48,32.70297,-117.23463100000001,19:25:50
67,19:25:48,32.70297,-117.23463100000001,19:25:50
68,19:25:48,32.70297,-117.23463100000001,19:25:50
69,19:25:48,32.70297,-117.23463100000001,19:25:50
70,19:25:48,32.70297,-117.23463100000001,19:25:50
71,19:25:48,32.70297,-117.23463100000001,19:25:50
72,19:25:48,32.70297,-117.23463100000001,19:25:50
73,19:25:48,32.70297,-117.23463100000001,19:25:50
74,19:25:48,32.70297,-117.23463100000001,19:25:50
75,19:25:48,32.70297,-117.23463100000001,19:25:50
76,19:25:48,32.70297,-117.23463100000001,19:25:50
77,19:25:48,32.70297,-117.23463100000001,19:25:50
78,19:25:48,32.70297,-117.23463100000001,19:25:50
79,19:25:48,32.70297,-117.23463100000001,19:25:50
80,19:25:48,32.70297,-117.23463100000001,19:25:51
81,19:25:48,32.70297,-117.23463100000001,19:25:51
82,19:25:48,32.70297,-117.23463100000001,19:25:51
83,19:25:48,32.70297,-117.23463100000001,19:25:51
84,19:25:48,32.70297,-117.23463100000001,19:25:51
85,19:25:48,32.70297,-117.23463100000001,19:25:51
86,19:25:48,32.70297,-117.23463100000001,19:25:51
87,19:25:48,32.70297,-117.23463100000001,19:25:51
88,19:25:48,32.70297,-117.23463100000001,19:25:51
89,19:25:48,32.70297,-117.23463100000001,19:25:51
90,19:25:48,32.70297,-117.23463100000001,19:25:51
91,19:25:48,32.70297,-117.23463100000001,19:25:51
92,19:25:48,32.70297,-117.23463100000001,19:25:51
93,19:25:48,32.70297,-117.23463100000001,19:25:51
94,19:25:48,32.70297,-117.23463100000001,19:25:51
95,19:25:48,32.70297,-117.23463100000001,19:25:51
96,19:25:48,32.70297,-117.23463100000001,19:25:51
97,19:25:48,32.70297,-117.23463100000001,19:25:51
98,19:25:48,32.70297,-117.23463100000001,19:25:51
99,19:25:48,32.70297,-117.23463100000001,19:25:51
100,19:25:48,32.70297,-117.23463100000001,19:25:51
101,19:25:48,32.70297,-117.23463100000001,19:25:51
102,19:25:48,32.70297,-117.23463100000001,19:25:51
103,19:25:48,32.70297,-117.23463100000001,19:25:51
104,19:25:48,32.70297,-117.23463100000001,19:25:51
105,19:25:48,32.70297,-117.23463100000001,19:25:51
106,19:25:48,32.70297,-117.23463100000001,19:25:52
107,19:25:48,32.70297,-117.23463100000001,19:25:52
108,19:25:48,32.70297,-117.23463100000001,19:25:52
109,19:25:48,32.70297,-117.23463100000001,19:25:52
110,19:25:48,32.70297,-117.23463100000001,19:25:52
111,19:25:48,32.70297,-117.23463100000001,19:25:52
112,19:25:48,32.70297,-117.23463100000001,19:25:52
113,19:25:48,32.70297,-117.23463100000001,19:25:52
114,19:25:48,32.70297,-117.23463100000001,19:25:52
115,19:25:48,32.70297,-117.23463100000001,19:25:52
116,19:25:48,32.70297,-117.23463100000001,19:25:52
117,19:25:48,32.70297,-117.23463100000001,19:25:52
118,19:25:48,32.70297,-117.23463100000001,19:25:52
119,19:25:48,32.70297,-117.23463100000001,19:25:52
120,19:25:48,32.70297,-117.23463100000001,19:25:52
121,19:25:48,32.70297,-117.23463100000001,19:25:52
122,19:25:48,32.70297,-117.23463100000001,19:25:52
123,19:25:53,32.70297,-117.23463100000001,19:25:53
124,19:25:53,32.70297,-117.23463100000001,19:25:53
125,19:25:53,32.70297,-117.23463100000001,19:25:53
126,19:25:53,32.70297,-117.23463100000001,19:25:53
127,19:25:53,32.70297,-117.23463100000001,19:25:53
128,19:25:53,32.70297,-117.23463100000001,19:25:53
