Frame No.,UTC Timestamp,Lat,Long,estimated_time
0,19:38:54,32.70297,-117.23463100000001,00:00:00
1,19:38:54,32.70297,-117.23463100000001,00:00:00
2,19:38:54,32.70297,-117.23463100000001,00:00:00
3,19:38:54,32.70297,-117.23463100000001,00:00:00
4,19:38:54,32.70297,-117.23463100000001,00:00:00
5,19:38:54,32.70297,-117.23463100000001,00:00:00
6,19:38:54,32.70297,-117.23463100000001,00:00:00
7,19:38:54,32.70297,-117.23463100000001,00:00:00
8,19:38:54,32.70297,-117.23463100000001,00:00:00
9,19:38:54,32.70297,-117.23463100000001,00:00:00
10,19:38:54,32.70297,-117.23463100000001,00:00:00
11,19:38:54,32.70297,-117.23463100000001,00:00:00
12,19:38:54,32.70297,-117.23463100000001,00:00:00
13,19:38:54,32.70297,-117.23463100000001,00:00:00
14,19:38:54,32.70297,-117.23463100000001,00:00:00
15,19:38:54,32.70297,-117.23463100000001,00:00:00
16,19:38:54,32.70297,-117.23463100000001,00:00:00
17,19:38:54,32.70297,-117.23463100000001,00:00:00
18,19:38:54,32.70297,-117.23463100000001,00:00:00
19,19:38:54,32.70297,-117.23463100000001,00:00:00
20,19:38:54,32.70297,-117.23463100000001,00:00:00
21,19:38:54,32.70297,-117.23463100000001,00:00:00
22,19:38:54,32.70297,-117.23463100000001,00:00:00
23,19:38:54,32.70297,-117.23463100000001,00:00:00
24,19:38:54,32.70297,-117.23463100000001,00:00:00
25,19:38:54,32.70297,-117.23463100000001,00:00:00
26,19:38:54,32.70297,-117.23463100000001,00:00:00
27,19:38:54,32.70297,-117.23463100000001,00:00:00
28,19:38:54,32.70297,-117.23463100000001,00:00:00
29,19:38:54,32.70297,-117.23463100000001,00:00:00
30,19:38:54,32.70297,-117.23463100000001,00:00:00
31,19:38:54,32.70297,-117.23463100000001,00:00:00
32,19:38:54,32.70297,-117.23463100000001,00:00:00
33,19:38:59,32.70297,-117.23463100000001,19:38:59
34,19:38:59,32.70297,-117.23463100000001,19:38:59
35,19:38:59,32.70297,-117.23463100000001,19:38:59
36,19:38:59,32.70297,-117.23463100000001,19:38:59
37,19:38:59,32.70297,-117.23463100000001,19:38:59
38,19:38:59,32.70297,-117.23463100000001,19:38:59
39,19:38:59,32.70297,-117.23463100000001,19:38:59
40,19:38:59,32.70297,-117.23463100000001,19:38:59
41,19:38:59,32.70297,-117.23463100000001,19:38:59
42,19:38:59,32.70297,-117.23463100000001,19:38:59
43,19:38:59,32.70297,-117.23463100000001,19:38:59
44,19:38:59,32.70297,-117.23463100000001,19:38:59
45,19:38:59,32.70297,-117.23463100000001,19:38:59
46,19:38:59,32.70297,-117.23463100000001,19:38:59
47,19:38:59,32.70297,-117.23463100000001,19:38:59
48,19:38:59,32.70297,-117.23463100000001,19:38:59
49,19:38:59,32.70297,-117.23463100000001,19:38:59
50,19:38:59,32.70297,-117.23463100000001,19:38:59
51,19:38:59,32.70297,-117.23463100000001,19:38:59
52,19:38:59,32.70297,-117.23463100000001,19:38:59
53,19:38:59,32.70297,-117.23463100000001,19:38:59
54,19:38:59,32.70297,-117.23463100000001,19:38:59
55,19:38:59,32.70297,-117.23463100000001,19:38:59
56,19:38:59,32.70297,-117.23463100000001,19:39:00
57,19:38:59,32.70297,-117.23463100000001,19:39:00
58,19:38:59,32.70297,-117.23463100000001,19:39:00
59,19:38:59,32.70297,-117.23463100000001,19:39:00
60,19:38:59,32.70297,-117.23463100000001,19:39:00
61,19:38:59,32.70297,-117.23463100000001,19:39:00
62,19:38:59,32.70297,-117.23463100000001,19:39:00
63,19:38:59,32.70297,-117.23463100000001,19:39:00
64,19:38:59,32.70297,-117.23463100000001,19:39:00
