Frame No.,UTC Timestamp,Lat,Long
0,20:07:32,32.702970,-117.234631
1,20:07:32,32.702970,-117.234631
2,20:07:32,32.702970,-117.234631
3,20:07:32,32.702970,-117.234631
4,20:07:32,32.702970,-117.234631
5,20:07:32,32.702970,-117.234631
6,20:07:32,32.702970,-117.234631
7,20:07:32,32.702970,-117.234631
8,20:07:32,32.702970,-117.234631
9,20:07:32,32.702970,-117.234631
10,20:07:32,32.702970,-117.234631
11,20:07:32,32.702970,-117.234631
12,20:07:32,32.702970,-117.234631
13,20:07:32,32.702970,-117.234631
14,20:07:32,32.702970,-117.234631
15,20:07:32,32.702970,-117.234631
16,20:07:32,32.702970,-117.234631
17,20:07:32,32.702970,-117.234631
18,20:07:32,32.702970,-117.234631
19,20:07:32,32.702970,-117.234631
20,20:07:32,32.702970,-117.234631
21,20:07:32,32.702970,-117.234631
22,20:07:32,32.702970,-117.234631
23,20:07:32,32.702970,-117.234631
24,20:07:32,32.702970,-117.234631
25,20:07:32,32.702970,-117.234631
26,20:07:32,32.702970,-117.234631
27,20:07:32,32.702970,-117.234631
28,20:07:32,32.702970,-117.234631
29,20:07:32,32.702970,-117.234631
30,20:07:32,32.702970,-117.234631
31,20:07:32,32.702970,-117.234631
32,20:07:32,32.702970,-117.234631
33,20:07:32,32.702970,-117.234631
34,20:07:32,32.702970,-117.234631
35,20:07:32,32.702970,-117.234631
36,20:07:32,32.702970,-117.234631
37,20:07:32,32.702970,-117.234631
38,20:07:32,32.702970,-117.234631
39,20:07:32,32.702970,-117.234631
40,20:07:32,32.702970,-117.234631
41,20:07:32,32.702970,-117.234631
42,20:07:32,32.702970,-117.234631
43,20:07:32,32.702970,-117.234631
44,20:07:32,32.702970,-117.234631
45,20:07:32,32.702970,-117.234631
46,20:07:32,32.702970,-117.234631
47,20:07:32,32.702970,-117.234631
48,20:07:32,32.702970,-117.234631
49,20:07:32,32.702970,-117.234631
50,20:07:32,32.702970,-117.234631
51,20:07:32,32.702970,-117.234631
52,20:07:32,32.702970,-117.234631
53,20:07:32,32.702970,-117.234631
54,20:07:32,32.702970,-117.234631
55,20:07:32,32.702970,-117.234631
56,20:07:32,32.702970,-117.234631
57,20:07:32,32.702970,-117.234631
58,20:07:32,32.702970,-117.234631
59,20:07:32,32.702970,-117.234631
60,20:07:32,32.702970,-117.234631
61,20:07:32,32.702970,-117.234631
62,20:07:32,32.702970,-117.234631
63,20:07:32,32.702970,-117.234631
64,20:07:32,32.702970,-117.234631
65,20:07:32,32.702970,-117.234631
66,20:07:32,32.702970,-117.234631
67,20:07:32,32.702970,-117.234631
68,20:07:32,32.702970,-117.234631
69,20:07:32,32.702970,-117.234631
70,20:07:32,32.702970,-117.234631
71,20:07:32,32.702970,-117.234631
72,20:07:32,32.702970,-117.234631
73,20:07:32,32.702970,-117.234631
74,20:07:32,32.702970,-117.234631
75,20:07:32,32.702970,-117.234631
76,20:07:32,32.702970,-117.234631
77,20:07:32,32.702970,-117.234631
78,20:07:32,32.702970,-117.234631
