Frame No.,UTC Timestamp,Lat,Long,estimated_time
0,19:55:52,32.70297,-117.23463100000001,00:00:00
1,19:55:52,32.70297,-117.23463100000001,00:00:00
2,19:55:52,32.70297,-117.23463100000001,00:00:00
3,19:55:52,32.70297,-117.23463100000001,00:00:00
4,19:55:52,32.70297,-117.23463100000001,00:00:00
5,19:55:52,32.70297,-117.23463100000001,00:00:00
6,19:55:52,32.70297,-117.23463100000001,00:00:00
7,19:55:52,32.70297,-117.23463100000001,00:00:00
8,19:55:52,32.70297,-117.23463100000001,00:00:00
9,19:55:52,32.70297,-117.23463100000001,00:00:00
10,19:55:52,32.70297,-117.23463100000001,00:00:00
11,19:55:52,32.70297,-117.23463100000001,00:00:00
12,19:55:52,32.70297,-117.23463100000001,00:00:00
13,19:55:52,32.70297,-117.23463100000001,00:00:00
14,19:55:52,32.70297,-117.23463100000001,00:00:00
15,19:55:52,32.70297,-117.23463100000001,00:00:00
16,19:55:52,32.70297,-117.23463100000001,00:00:00
17,19:55:52,32.70297,-117.23463100000001,00:00:00
18,19:55:52,32.70297,-117.23463100000001,00:00:00
19,19:55:52,32.70297,-117.23463100000001,00:00:00
20,19:55:52,32.70297,-117.23463100000001,00:00:00
21,19:55:52,32.70297,-117.23463100000001,00:00:00
22,19:55:52,32.70297,-117.23463100000001,00:00:00
23,19:55:52,32.70297,-117.23463100000001,00:00:00
24,19:55:52,32.70297,-117.23463100000001,00:00:00
25,19:55:52,32.70297,-117.23463100000001,00:00:00
26,19:55:52,32.70297,-117.23463100000001,00:00:00
27,19:55:52,32.70297,-117.23463100000001,00:00:00
28,19:55:52,32.70297,-117.23463100000001,00:00:00
29,19:55:52,32.70297,-117.23463100000001,00:00:00
30,19:55:52,32.70297,-117.23463100000001,00:00:00
31,19:55:52,32.70297,-117.23463100000001,00:00:00
32,19:55:52,32.70297,-117.23463100000001,00:00:00
33,19:55:52,32.70297,-117.23463100000001,00:00:00
34,19:55:52,32.70297,-117.23463100000001,00:00:00
35,19:55:52,32.70297,-117.23463100000001,00:00:00
36,19:55:52,32.70297,-117.23463100000001,00:00:00
37,19:55:52,32.70297,-117.23463100000001,00:00:00
38,19:55:52,32.70297,-117.23463100000001,00:00:00
39,19:55:52,32.70297,-117.23463100000001,00:00:00
40,19:55:52,32.70297,-117.23463100000001,00:00:00
41,19:55:52,32.70297,-117.23463100000001,00:00:00
42,19:55:52,32.70297,-117.23463100000001,00:00:00
43,19:55:52,32.70297,-117.23463100000001,00:00:00
44,19:55:52,32.70297,-117.23463100000001,00:00:00
45,19:55:52,32.70297,-117.23463100000001,00:00:00
46,19:55:52,32.70297,-117.23463100000001,00:00:00
47,19:55:52,32.70297,-117.23463100000001,00:00:00
48,19:55:52,32.70297,-117.23463100000001,00:00:00
49,19:55:52,32.70297,-117.23463100000001,00:00:00
50,19:55:52,32.70297,-117.23463100000001,00:00:00
51,19:55:52,32.70297,-117.23463100000001,00:00:00
52,19:55:52,32.70297,-117.23463100000001,00:00:00
53,19:55:52,32.70297,-117.23463100000001,00:00:00
54,19:55:52,32.70297,-117.23463100000001,00:00:00
55,19:55:52,32.70297,-117.23463100000001,00:00:00
56,19:55:52,32.70297,-117.23463100000001,00:00:00
57,19:55:52,32.70297,-117.23463100000001,00:00:00
58,19:55:52,32.70297,-117.23463100000001,00:00:00
59,19:55:52,32.70297,-117.23463100000001,00:00:00
60,19:55:52,32.70297,-117.23463100000001,00:00:00
61,19:55:52,32.70297,-117.23463100000001,00:00:00
62,19:55:52,32.70297,-117.23463100000001,00:00:00
63,19:55:52,32.70297,-117.23463100000001,00:00:00
64,19:55:52,32.70297,-117.23463100000001,00:00:00
65,19:55:52,32.70297,-117.23463100000001,00:00:00
66,19:55:52,32.70297,-117.23463100000001,00:00:00
67,19:55:52,32.70297,-117.23463100000001,00:00:00
68,19:55:52,32.70297,-117.23463100000001,00:00:00
69,19:55:52,32.70297,-117.23463100000001,00:00:00
70,19:55:52,32.70297,-117.23463100000001,00:00:00
71,19:55:52,32.70297,-117.23463100000001,00:00:00
72,19:55:52,32.70297,-117.23463100000001,00:00:00
73,19:55:52,32.70297,-117.23463100000001,00:00:00
74,19:55:52,32.70297,-117.23463100000001,00:00:00
75,19:55:52,32.70297,-117.23463100000001,00:00:00
76,19:55:52,32.70297,-117.23463100000001,00:00:00
77,19:55:52,32.70297,-117.23463100000001,00:00:00
78,19:55:52,32.70297,-117.23463100000001,00:00:00
79,19:55:52,32.70297,-117.23463100000001,00:00:00
80,19:55:52,32.70297,-117.23463100000001,00:00:00
81,19:55:52,32.70297,-117.23463100000001,00:00:00
82,19:55:52,32.70297,-117.23463100000001,00:00:00
83,19:55:52,32.70297,-117.23463100000001,00:00:00
84,19:55:52,32.70297,-117.23463100000001,00:00:00
85,19:55:52,32.70297,-117.23463100000001,00:00:00
86,19:55:52,32.70297,-117.23463100000001,00:00:00
87,19:55:52,32.70297,-117.23463100000001,00:00:00
88,19:55:52,32.70297,-117.23463100000001,00:00:00
89,19:55:52,32.70297,-117.23463100000001,00:00:00
90,19:55:52,32.70297,-117.23463100000001,00:00:00
91,19:55:52,32.70297,-117.23463100000001,00:00:00
92,19:55:52,32.70297,-117.23463100000001,00:00:00
93,19:55:52,32.70297,-117.23463100000001,00:00:00
94,19:55:52,32.70297,-117.23463100000001,00:00:00
95,19:55:52,32.70297,-117.23463100000001,00:00:00
96,19:55:52,32.70297,-117.23463100000001,00:00:00
97,19:55:52,32.70297,-117.23463100000001,00:00:00
98,19:55:52,32.70297,-117.23463100000001,00:00:00
99,19:55:52,32.70297,-117.23463100000001,00:00:00
100,19:55:52,32.70297,-117.23463100000001,00:00:00
101,19:55:52,32.70297,-117.23463100000001,00:00:00
102,19:55:52,32.70297,-117.23463100000001,00:00:00
103,19:55:52,32.70297,-117.23463100000001,00:00:00
104,19:55:52,32.70297,-117.23463100000001,00:00:00
105,19:55:52,32.70297,-117.23463100000001,00:00:00
106,19:55:52,32.70297,-117.23463100000001,00:00:00
107,19:55:52,32.70297,-117.23463100000001,00:00:00
108,19:55:52,32.70297,-117.23463100000001,00:00:00
109,19:55:52,32.70297,-117.23463100000001,00:00:00
110,19:55:52,32.70297,-117.23463100000001,00:00:00
111,19:55:52,32.70297,-117.23463100000001,00:00:00
112,19:55:52,32.70297,-117.23463100000001,00:00:00
113,19:55:52,32.70297,-117.23463100000001,00:00:00
114,19:55:52,32.70297,-117.23463100000001,00:00:00
115,19:55:52,32.70297,-117.23463100000001,00:00:00
116,19:55:52,32.70297,-117.23463100000001,00:00:00
117,19:55:52,32.70297,-117.23463100000001,00:00:00
118,19:55:52,32.70297,-117.23463100000001,00:00:00
119,19:55:52,32.70297,-117.23463100000001,00:00:00
120,19:55:57,32.70297,-117.23463100000001,19:55:57
121,19:55:57,32.70297,-117.23463100000001,19:55:57
122,19:55:57,32.70297,-117.23463100000001,19:55:57
123,19:55:57,32.70297,-117.23463100000001,19:55:57
124,19:55:57,32.70297,-117.23463100000001,19:55:57
125,19:55:57,32.70297,-117.23463100000001,19:55:57
126,19:55:57,32.70297,-117.23463100000001,19:55:57
127,19:55:57,32.70297,-117.23463100000001,19:55:57
128,19:55:57,32.70297,-117.23463100000001,19:55:57
129,19:55:57,32.70297,-117.23463100000001,19:55:57
130,19:55:57,32.70297,-117.23463100000001,19:55:57
131,19:55:57,32.70297,-117.23463100000001,19:55:57
132,19:55:57,32.70297,-117.23463100000001,19:55:57
133,19:55:57,32.70297,-117.23463100000001,19:55:57
134,19:55:57,32.70297,-117.23463100000001,19:55:57
135,19:55:57,32.70297,-117.23463100000001,19:55:57
136,19:55:57,32.70297,-117.23463100000001,19:55:57
137,19:55:57,32.70297,-117.23463100000001,19:55:57
138,19:55:57,32.70297,-117.23463100000001,19:55:57
139,19:55:57,32.70297,-117.23463100000001,19:55:57
140,19:55:57,32.70297,-117.23463100000001,19:55:57
141,19:55:57,32.70297,-117.23463100000001,19:55:57
142,19:55:57,32.70297,-117.23463100000001,19:55:57
143,19:55:57,32.70297,-117.23463100000001,19:55:57
144,19:55:57,32.70297,-117.23463100000001,19:55:57
145,19:55:57,32.70297,-117.23463100000001,19:55:57
146,19:55:57,32.70297,-117.23463100000001,19:55:57
147,19:55:57,32.70297,-117.23463100000001,19:55:58
148,19:55:57,32.70297,-117.23463100000001,19:55:58
149,19:55:57,32.70297,-117.23463100000001,19:55:58
150,19:55:57,32.70297,-117.23463100000001,19:55:58
151,19:55:57,32.70297,-117.23463100000001,19:55:58
152,19:55:57,32.70297,-117.23463100000001,19:55:58
153,19:55:57,32.70297,-117.23463100000001,19:55:58
154,19:55:57,32.70297,-117.23463100000001,19:55:58
155,19:55:57,32.70297,-117.23463100000001,19:55:58
156,19:55:57,32.70297,-117.23463100000001,19:55:58
157,19:55:57,32.70297,-117.23463100000001,19:55:58
158,19:55:57,32.70297,-117.23463100000001,19:55:58
159,19:55:57,32.70297,-117.23463100000001,19:55:58
160,19:55:57,32.70297,-117.23463100000001,19:55:58
