Frame No.,UTC Timestamp,Lat,Long
0,19:41:25,32.702970,-117.234631
1,19:41:25,32.702970,-117.234631
2,19:41:25,32.702970,-117.234631
3,19:41:25,32.702970,-117.234631
4,19:41:25,32.702970,-117.234631
5,19:41:25,32.702970,-117.234631
6,19:41:25,32.702970,-117.234631
7,19:41:25,32.702970,-117.234631
8,19:41:25,32.702970,-117.234631
9,19:41:25,32.702970,-117.234631
10,19:41:25,32.702970,-117.234631
11,19:41:25,32.702970,-117.234631
12,19:41:25,32.702970,-117.234631
13,19:41:25,32.702970,-117.234631
14,19:41:25,32.702970,-117.234631
15,19:41:25,32.702970,-117.234631
16,19:41:25,32.702970,-117.234631
17,19:41:25,32.702970,-117.234631
18,19:41:25,32.702970,-117.234631
19,19:41:25,32.702970,-117.234631
20,19:41:25,32.702970,-117.234631
21,19:41:25,32.702970,-117.234631
22,19:41:25,32.702970,-117.234631
23,19:41:25,32.702970,-117.234631
24,19:41:25,32.702970,-117.234631
25,19:41:25,32.702970,-117.234631
26,19:41:25,32.702970,-117.234631
27,19:41:25,32.702970,-117.234631
28,19:41:25,32.702970,-117.234631
29,19:41:25,32.702970,-117.234631
30,19:41:25,32.702970,-117.234631
31,19:41:25,32.702970,-117.234631
32,19:41:25,32.702970,-117.234631
33,19:41:25,32.702970,-117.234631
34,19:41:25,32.702970,-117.234631
35,19:41:25,32.702970,-117.234631
36,19:41:25,32.702970,-117.234631
37,19:41:25,32.702970,-117.234631
38,19:41:25,32.702970,-117.234631
39,19:41:25,32.702970,-117.234631
40,19:41:25,32.702970,-117.234631
41,19:41:25,32.702970,-117.234631
42,19:41:25,32.702970,-117.234631
43,19:41:25,32.702970,-117.234631
44,19:41:25,32.702970,-117.234631
45,19:41:25,32.702970,-117.234631
46,19:41:25,32.702970,-117.234631
47,19:41:25,32.702970,-117.234631
48,19:41:25,32.702970,-117.234631
49,19:41:25,32.702970,-117.234631
50,19:41:25,32.702970,-117.234631
51,19:41:25,32.702970,-117.234631
52,19:41:25,32.702970,-117.234631
53,19:41:25,32.702970,-117.234631
54,19:41:25,32.702970,-117.234631
55,19:41:25,32.702970,-117.234631
56,19:41:25,32.702970,-117.234631
57,19:41:25,32.702970,-117.234631
58,19:41:25,32.702970,-117.234631
59,19:41:25,32.702970,-117.234631
60,19:41:25,32.702970,-117.234631
61,19:41:25,32.702970,-117.234631
62,19:41:25,32.702970,-117.234631
63,19:41:25,32.702970,-117.234631
64,19:41:25,32.702970,-117.234631
65,19:41:25,32.702970,-117.234631
66,19:41:25,32.702970,-117.234631
67,19:41:25,32.702970,-117.234631
68,19:41:25,32.702970,-117.234631
69,19:41:25,32.702970,-117.234631
70,19:41:25,32.702970,-117.234631
71,19:41:25,32.702970,-117.234631
72,19:41:25,32.702970,-117.234631
73,19:41:25,32.702970,-117.234631
74,19:41:25,32.702970,-117.234631
75,19:41:25,32.702970,-117.234631
76,19:41:25,32.702970,-117.234631
77,19:41:25,32.702970,-117.234631
78,19:41:25,32.702970,-117.234631
79,19:41:25,32.702970,-117.234631
80,19:41:25,32.702970,-117.234631
81,19:41:25,32.702970,-117.234631
82,19:41:25,32.702970,-117.234631
83,19:41:25,32.702970,-117.234631
84,19:41:25,32.702970,-117.234631
85,19:41:25,32.702970,-117.234631
86,19:41:25,32.702970,-117.234631
87,19:41:25,32.702970,-117.234631
88,19:41:25,32.702970,-117.234631
89,19:41:30,32.702970,-117.234631
90,19:41:30,32.702970,-117.234631
91,19:41:30,32.702970,-117.234631
92,19:41:30,32.702970,-117.234631
93,19:41:30,32.702970,-117.234631
94,19:41:30,32.702970,-117.234631
95,19:41:30,32.702970,-117.234631
96,19:41:30,32.702970,-117.234631
97,19:41:30,32.702970,-117.234631
98,19:41:30,32.702970,-117.234631
99,19:41:30,32.702970,-117.234631
100,19:41:30,32.702970,-117.234631
101,19:41:30,32.702970,-117.234631
102,19:41:30,32.702970,-117.234631
103,19:41:30,32.702970,-117.234631
104,19:41:30,32.702970,-117.234631
105,19:41:30,32.702970,-117.234631
106,19:41:30,32.702970,-117.234631
107,19:41:30,32.702970,-117.234631
108,19:41:30,32.702970,-117.234631
109,19:41:30,32.702970,-117.234631
110,19:41:30,32.702970,-117.234631
111,19:41:30,32.702970,-117.234631
112,19:41:30,32.702970,-117.234631
113,19:41:30,32.702970,-117.234631
114,19:41:30,32.702970,-117.234631
115,19:41:30,32.702970,-117.234631
116,19:41:30,32.702970,-117.234631
117,19:41:30,32.702970,-117.234631
118,19:41:30,32.702970,-117.234631
119,19:41:30,32.702970,-117.234631
120,19:41:30,32.702970,-117.234631
121,19:41:30,32.702970,-117.234631
122,19:41:30,32.702970,-117.234631
123,19:41:30,32.702970,-117.234631
124,19:41:30,32.702970,-117.234631
125,19:41:30,32.702970,-117.234631
126,19:41:30,32.702970,-117.234631
127,19:41:30,32.702970,-117.234631
128,19:41:30,32.702970,-117.234631
129,19:41:30,32.702970,-117.234631
130,19:41:30,32.702970,-117.234631
131,19:41:30,32.702970,-117.234631
132,19:41:30,32.702970,-117.234631
133,19:41:30,32.702970,-117.234631
134,19:41:30,32.702970,-117.234631
135,19:41:30,32.702970,-117.234631
136,19:41:30,32.702970,-117.234631
137,19:41:30,32.702970,-117.234631
138,19:41:30,32.702970,-117.234631
