0,883,445,73,20
0.05,882.99,445,73.02,20.006
0.1,882.07,444.87,73.075,20.135
0.15,881.99,444.83,73.012,20.179
0.2,881.63,444.77,73.065,20.253
0.25,881.5,444.74,73.05,20.29
0.3,881.35,444.73,73,20.3
0.35,881.09,444.71,72.958,20.331
0.4,880.88,444.67,72.99,20.371
0.45,880.44,444.61,72.968,20.451
0.5,880.23,444.6,73.063,20.48
0.55,879.94,444.59,73.075,20.492
0.6,879.69,444.56,73.07,20.54
0.65,879.32,444.58,72.982,20.461
0.7,879.23,444.6,72.902,20.397
0.75,879.06,444.62,72.791,20.291
0.8,878.88,444.66,72.793,20.205
0.85,878.75,444.71,72.694,20.064
0.9,878.67,444.76,72.443,19.904
0.95,878.34,444.73,72.351,19.919
1,878.21,444.68,72.274,19.976
1.05,878,444.59,72.345,20.141
1.1,877.83,444.56,72.218,20.192
1.15,877.6,444.51,72.274,20.309
1.2,877.17,444.34,72.313,20.608
1.25,877.07,444.33,72.294,20.646
1.3,876.74,444.28,72.292,20.736
1.35,876.64,444.27,72.285,20.801
1.4,876.53,444.28,72.219,20.827
1.45,876.03,444.28,72.275,20.917
1.5,875.85,444.29,72.276,20.943
1.55,875.54,444.31,72.414,20.945
1.6,875.46,444.4,72.215,20.848
1.65,874.97,444.48,72.315,20.763
1.7,874.78,444.54,72.411,20.716
1.75,874.58,444.65,72.326,20.584
1.8,874.1,444.82,72.376,20.339
1.85,873.9,444.87,72.449,20.3
1.9,873.59,444.95,72.541,20.19
1.95,873.4,445.06,72.441,20.03
2,873.09,445.13,72.62,19.955
2.05,872.68,445.07,72.598,20.105
2.1,872.44,445.02,72.693,20.215
2.15,872.28,444.96,72.591,20.321
2.2,871.97,444.89,72.694,20.48
2.25,871.52,444.73,72.726,20.725
2.3,871.43,444.66,72.606,20.836
2.35,871.12,444.59,72.696,20.96
2.4,870.69,444.43,72.738,21.157
2.45,870.39,444.39,72.715,21.226
2.5,870.2,444.36,72.786,21.219
2.55,870.11,444.33,72.565,21.196
2.6,869.57,444.24,72.635,21.232
2.65,869.4,444.18,72.628,21.216
2.7,869.25,444.14,72.448,21.165
2.75,869.06,444.12,72.32,21.153
2.8,868.78,444.1,72.415,21.141
2.85,868.36,444.04,72.275,21.056
2.9,868.29,444.02,72.088,21.02
2.95,868.01,443.99,72.075,21.004
3,867.79,443.98,72.027,20.874
3.05,867.67,443.98,71.88,20.828
3.1,867.15,443.97,71.884,20.772
3.15,866.97,444,71.679,20.678
3.2,866.72,444,71.75,20.689
3.25,866.52,444.03,71.603,20.565
3.3,866.05,444.05,71.616,20.528
3.35,865.81,444.09,71.552,20.443
3.4,865.56,444.14,71.481,20.33
3.45,865.34,444.18,71.476,20.291
3.5,865.23,444.23,71.257,20.163
3.55,864.75,444.31,71.19,20.037
3.6,864.59,444.44,71.082,19.805
3.65,864.16,444.52,71.018,19.645
3.7,864.07,444.6,70.92,19.529
3.75,863.86,444.68,70.77,19.399
3.8,863.73,444.68,70.774,19.474
3.85,863.39,444.62,70.784,19.597
3.9,862.9,444.54,70.937,19.806
3.95,862.74,444.53,70.976,19.924
4,862.49,444.51,70.908,19.977
4.05,862.26,444.44,71.066,20.157
4.1,862.1,444.41,71.078,20.275
4.15,861.62,444.37,71.095,20.417
4.2,861.38,444.32,71.178,20.557
4.25,861.27,444.31,71.147,20.574
4.3,860.85,444.26,71.423,20.71
4.35,860.6,444.27,71.23,20.744
4.4,860.59,444.27,71.247,20.746
4.45,860.19,444.25,71.3,20.782
4.5,860.05,444.27,71.34,20.773
4.55,859.79,444.29,71.378,20.776
4.6,859.5,444.4,71.229,20.628
4.65,859.4,444.39,71.248,20.614
4.7,859.1,444.4,71.333,20.625
4.75,858.98,444.45,71.307,20.556
4.8,858.62,444.58,71.249,20.331
4.85,858.44,444.61,71.358,20.291
4.9,858.32,444.69,71.279,20.151
4.95,858.08,444.79,71.353,20.01
5,857.88,444.89,71.331,19.844
5.05,857.76,444.95,71.263,19.721
5.1,857.63,445.04,71.164,19.534
5.15,857.17,444.88,71.246,19.903
5.2,856.88,444.78,71.461,20.111
5.25,856.57,444.67,71.655,20.362
5.3,856.4,444.56,71.558,20.571
5.35,855.91,444.38,71.698,20.981
5.4,855.69,444.21,71.776,21.242
5.45,855.56,444.15,71.722,21.341
5.5,855.31,444.09,71.689,21.5
5.55,855.09,443.94,71.833,21.717
5.6,854.88,443.87,71.775,21.853
5.65,854.79,443.79,71.674,21.987
5.7,854.25,443.62,71.807,22.308
5.75,854,443.55,71.958,22.429
5.8,853.69,443.51,71.97,22.482
5.85,853.45,443.42,72.111,22.642
5.9,852.96,443.33,72.137,22.724
5.95,852.74,443.31,72.221,22.737
6,852.62,443.33,71.998,22.635
6.05,852.49,443.36,71.922,22.561
6.1,852.44,443.41,71.577,22.396
6.15,852.14,443.44,71.726,22.33
6.2,852.14,443.5,71.352,22.096
6.25,851.83,443.62,71.073,21.774
6.3,851.7,443.69,70.948,21.603
6.35,851.55,443.72,70.914,21.423
6.4,851.23,443.81,70.873,21.206
6.45,850.98,443.99,70.596,20.677
6.5,850.81,444.06,70.493,20.471
6.55,850.6,444.08,70.4,20.373
6.6,850.37,444.12,70.382,20.151
6.65,850.16,444.15,70.382,20.072
6.7,849.92,444.21,70.237,19.945
6.75,849.64,444.21,70.317,19.876
6.8,849.17,444.27,70.277,19.753
6.85,849.06,444.27,70.065,19.695
6.9,848.66,444.23,70.272,19.782
6.95,848.54,444.23,70.123,19.752
7,847.95,444.17,70.191,19.833
7.05,847.56,444.12,70.387,19.949
7.1,847.45,444.11,70.204,19.948
7.15,846.98,444.05,70.483,20.091
7.2,846.77,443.98,70.497,20.192
7.25,846.43,443.92,70.506,20.285
7.3,846.27,443.91,70.508,20.306
7.35,845.72,443.87,70.533,20.415
7.4,845.53,443.85,70.493,20.457
7.45,845.14,443.82,70.572,20.551
7.5,844.94,443.81,70.649,20.61
7.55,844.44,443.77,70.599,20.687
7.6,844.13,443.72,70.724,20.75
7.65,843.9,443.73,70.644,20.722
7.7,843.54,443.74,70.826,20.768
7.75,843.39,443.77,70.684,20.689
7.8,843.09,443.78,70.768,20.655
7.85,842.9,443.81,70.619,20.6
7.9,842.46,443.9,70.585,20.382
7.95,842.31,444.03,70.534,20.184
8,842,444.07,70.563,20.128
8.05,841.92,444.11,70.438,20.004
8.1,841.45,444.23,70.397,19.773
8.15,841.28,444.27,70.374,19.701
8.2,841.07,444.32,70.221,19.543
8.25,840.94,444.33,70.211,19.491
8.3,840.65,444.35,70.131,19.403
8.35,840.3,444.41,70.034,19.291
8.4,840.07,444.43,70.07,19.244
8.45,839.86,444.42,70.178,19.3
8.5,839.75,444.43,69.951,19.272
8.55,839.27,444.38,70.017,19.357
8.6,839.17,444.39,70.024,19.373
8.65,838.85,444.38,70.039,19.412
8.7,838.74,444.41,70.01,19.401
8.75,838.35,444.43,70.185,19.433
8.8,838.04,444.61,70.028,19.246
8.85,837.91,444.66,70.012,19.202
8.9,837.69,444.67,70.061,19.233
8.95,837.59,444.7,69.926,19.27
9,837.34,444.69,69.961,19.42
9.05,837.11,444.67,70.123,19.565
9.1,836.68,444.61,70.092,19.926
9.15,836.42,444.61,70.23,20.026
9.2,836.15,444.57,70.289,20.167
9.25,835.65,444.52,70.44,20.49
9.3,835.41,444.49,70.608,20.634
9.35,835.18,444.49,70.656,20.709
9.4,835.03,444.5,70.549,20.746
9.45,834.62,444.42,70.889,20.948
9.5,834.56,444.43,70.753,20.958
9.55,834.12,444.41,70.689,21
9.6,833.96,444.39,70.728,21.058
9.65,833.8,444.36,70.782,21.078
9.7,833.63,444.34,70.703,21.055
9.75,833.48,444.34,70.596,21.009
9.8,833.35,444.33,70.528,20.95
9.85,833.19,444.29,70.502,20.978
9.9,832.79,444.28,70.449,20.798
